subj,bands,freq,side,rois
7,6,2.2188007849009166,0,3
7,7,2.065591117977289,0,3
7,8,1.9402850002906638,0,3
7,9,1.8353258709644942,0,3
7,10,1.4800257398019099,0,3
7,11,0.9780192938436515,0,3
7,12,0.8,0,3
7,13,1.3052600138300812,0,3
7,14,1.259447059844805,0,3
7,1,3.265986323710904,1,3
7,2,2.5298221281347035,1,3
7,3,2.138089935299395,1,3
7,4,2.260776661041756,1,3
7,5,2.04494943258218,1,3
7,6,1.8810798862519205,1,3
7,7,2.065591117977289,1,3
7,8,1.6449566416599486,1,3
7,9,1.5559732104309982,1,3
7,10,0.8728715609439694,1,3
7,11,0.8340576562282991,1,3
7,12,0.8,1,3
7,13,0.6666666666666666,1,3
7,14,0.6432675209026769,1,3
8,1,2.0,0,3
8,2,1.5491933384829668,0,3
8,3,2.138089935299395,0,3
8,4,2.260776661041756,0,3
8,5,2.04494943258218,0,3
8,6,2.2188007849009166,0,3
8,7,2.065591117977289,0,3
8,8,2.3008949665421112,0,3
8,9,2.176428750330035,0,3
8,10,2.0701966780270626,0,3
8,11,1.6681153124565982,0,3
8,12,1.131370849898476,0,3
8,13,1.539600717839002,0,3
8,14,1.4855627054164149,0,3
8,1,2.0,1,3
8,2,2.5298221281347035,1,3
8,3,3.0237157840738176,1,3
8,4,3.1622776601683795,1,3
8,5,2.860387767736777,1,3
8,6,2.2188007849009166,1,3
8,7,2.065591117977289,1,3
8,8,1.9402850002906638,1,3
8,9,2.176428750330035,1,3
8,10,1.745743121887939,1,3
8,11,0.7223151185146152,1,3
8,12,0.6928203230275509,1,3
8,13,0.6666666666666666,1,3
8,14,1.4855627054164149,1,3
9,1,2.0,0,3
9,2,1.5491933384829668,0,3
9,3,1.7728105208558367,0,3
9,4,1.8856180831641267,0,3
9,5,1.4142135623730951,0,3
9,6,0.9607689228305228,0,3
9,7,1.2110601416389966,0,3
9,8,1.137592917989042,0,3
9,9,1.0760551736979407,0,3
9,10,0.7559289460184544,0,3
9,11,0.7223151185146152,0,3
9,12,0.6928203230275509,0,3
9,13,0.90267093384844,0,3
9,14,0.8709883407113854,0,3
9,1,2.0,1,3
9,2,1.5491933384829668,1,3
9,3,1.7728105208558367,1,3
9,4,2.6666666666666665,1,3
9,5,2.04494943258218,1,3
9,6,0.9607689228305228,1,3
9,7,1.7511900715418263,1,3
9,8,1.6449566416599486,1,3
9,9,0.7947194142390263,1,3
9,10,0.8728715609439694,1,3
9,11,0.7223151185146152,1,3
9,12,0.6928203230275509,1,3
9,13,0.6666666666666666,1,3
9,14,0.6432675209026769,1,3
10,1,3.265986323710904,0,3
10,2,2.5298221281347035,0,3
10,3,2.138089935299395,0,3
10,4,2.260776661041756,0,3
10,5,2.04494943258218,0,3
10,6,1.8810798862519205,0,3
10,7,1.7511900715418263,0,3
10,8,1.6449566416599486,0,3
10,9,1.5559732104309982,0,3
10,10,0.7559289460184544,0,3
10,11,0.7223151185146152,0,3
10,12,0.6928203230275509,0,3
10,13,0.6666666666666666,0,3
10,14,0.6432675209026769,0,3
10,1,2.70801280154532,1,3
10,2,1.5491933384829668,1,3
10,3,2.138089935299395,1,3
10,4,2.260776661041756,1,3
10,5,2.04494943258218,1,3
10,6,2.2188007849009166,1,3
10,7,2.065591117977289,1,3
10,8,1.6449566416599486,1,3
10,9,0.7947194142390263,1,3
10,10,0.7559289460184544,1,3
10,11,2.8130132381950976,1,3
10,12,0.6928203230275509,1,3
10,13,0.6666666666666666,1,3
10,14,1.7616606585441104,1,3
11,1,2.0,0,3
11,2,1.5491933384829668,0,3
11,3,1.5118578920369088,0,3
11,4,1.5634719199411433,0,3
11,5,1.4142135623730951,0,3
11,6,1.3008872711759818,0,3
11,7,1.2110601416389966,0,3
11,8,1.137592917989042,0,3
11,9,0.7947194142390263,0,3
11,10,0.7559289460184544,0,3
11,11,0.7223151185146152,0,3
11,12,0.6928203230275509,0,3
11,13,0.6666666666666666,0,3
11,14,0.6432675209026769,0,3
11,1,2.70801280154532,1,3
11,2,1.5491933384829668,1,3
11,3,1.7728105208558367,1,3
11,4,1.5634719199411433,1,3
11,5,1.4142135623730951,1,3
11,6,1.1094003924504583,1,3
11,7,1.2110601416389966,1,3
11,8,1.137592917989042,1,3
11,9,0.9176629354822471,1,3
11,10,0.7559289460184544,1,3
11,11,0.8340576562282991,1,3
11,12,0.6928203230275509,1,3
11,13,0.6666666666666666,1,3
11,14,0.6432675209026769,1,3
12,1,2.309401076758503,0,3
12,2,1.5491933384829668,0,3
12,3,1.3093073414159542,0,3
12,4,1.1547005383792515,0,3
12,5,1.044465935734187,0,3
12,6,0.9607689228305228,0,3
12,7,0.8944271909999159,0,3
12,8,0.8401680504168059,0,3
12,9,0.7947194142390263,0,3
12,10,0.7559289460184544,0,3
12,11,0.7223151185146152,0,3
12,12,0.6928203230275509,0,3
12,13,0.6666666666666666,0,3
12,14,0.6432675209026769,0,3
12,1,2.0,1,3
12,2,1.5491933384829668,1,3
12,3,1.3093073414159542,1,3
12,4,1.1547005383792515,1,3
12,5,1.044465935734187,1,3
12,6,0.9607689228305228,1,3
12,7,0.8944271909999159,1,3
12,8,0.8401680504168059,1,3
12,9,0.7947194142390263,1,3
12,10,0.7559289460184544,1,3
12,11,0.7223151185146152,1,3
12,12,0.6928203230275509,1,3
12,13,0.6666666666666666,1,3
12,14,0.6432675209026769,1,3
1,1,3.9157800414902435,0,4
1,2,3.5777087639996634,0,4
1,3,3.585685828003181,0,4
1,4,3.1622776601683795,0,4
1,5,2.860387767736777,0,4
1,6,2.6311740579210876,0,4
1,7,2.449489742783178,0,4
1,8,0.8401680504168059,0,4
1,9,0.9176629354822471,0,4
1,10,0.7559289460184544,0,4
1,11,0.7223151185146152,0,4
1,12,0.6928203230275509,0,4
1,13,0.6666666666666666,0,4
1,14,0.6432675209026769,0,4
1,1,3.265986323710904,1,4
1,2,3.03315017762062,1,4
1,3,1.3093073414159542,1,4
1,4,2.6666666666666665,1,4
1,5,2.412090756622109,1,4
1,6,2.2188007849009166,1,4
1,7,2.065591117977289,1,4
1,8,1.9402850002906638,1,4
1,9,1.8353258709644942,1,4
1,10,2.0701966780270626,1,4
1,11,1.978141420187361,1,4
1,12,0.6928203230275509,1,4
1,13,0.6666666666666666,1,4
1,14,0.6432675209026769,1,4
2,1,2.70801280154532,0,4
2,2,2.0976176963403033,0,4
2,3,1.3093073414159542,0,4
2,4,1.1547005383792515,0,4
2,5,1.044465935734187,0,4
2,6,0.9607689228305228,0,4
2,7,0.8944271909999159,0,4
2,8,0.8401680504168059,0,4
2,9,0.7947194142390263,0,4
2,10,0.7559289460184544,0,4
2,11,0.7223151185146152,0,4
2,12,0.6928203230275509,0,4
2,13,0.6666666666666666,0,4
2,14,0.6432675209026769,0,4
2,1,2.70801280154532,1,4
2,2,1.7888543819998317,1,4
2,3,1.3093073414159542,1,4
2,4,1.1547005383792515,1,4
2,5,4.824181513244218,1,4
2,6,0.9607689228305228,1,4
2,7,0.8944271909999159,1,4
2,8,0.8401680504168059,1,4
2,9,0.7947194142390263,1,4
2,10,0.7559289460184544,1,4
2,11,0.7223151185146152,1,4
2,12,0.6928203230275509,1,4
2,13,0.6666666666666666,1,4
2,14,0.6432675209026769,1,4
3,1,3.265986323710904,0,4
3,2,1.5491933384829668,0,4
3,3,1.3093073414159542,0,4
3,4,5.333333333333333,0,4
3,5,4.824181513244218,0,4
3,6,1.8810798862519205,0,4
3,7,4.131182235954578,0,4
3,8,0.8401680504168059,0,4
3,9,0.9176629354822471,0,4
3,10,0.7559289460184544,0,4
3,11,0.7223151185146152,0,4
3,12,0.8,0,4
3,13,0.6666666666666666,0,4
3,14,0.6432675209026769,0,4
3,1,2.309401076758503,1,4
3,2,2.5298221281347035,1,4
3,3,2.138089935299395,1,4
3,4,5.333333333333333,1,4
3,5,1.044465935734187,1,4
3,6,0.9607689228305228,1,4
3,7,0.8944271909999159,1,4
3,8,0.8401680504168059,1,4
3,9,0.7947194142390263,1,4
3,10,0.8728715609439694,1,4
3,11,0.7223151185146152,1,4
3,12,0.8,1,4
3,13,0.6666666666666666,1,4
3,14,0.6432675209026769,1,4
4,1,4.618802153517006,0,4
4,2,4.242640687119285,0,4
4,3,1.3093073414159542,0,4
4,4,1.1547005383792515,0,4
4,5,1.044465935734187,0,4
4,6,0.9607689228305228,0,4
4,7,0.8944271909999159,0,4
4,8,0.8401680504168059,0,4
4,9,0.7947194142390263,0,4
4,10,0.8728715609439694,0,4
4,11,0.7223151185146152,0,4
4,12,0.6928203230275509,0,4
4,13,0.6666666666666666,0,4
4,14,0.6432675209026769,0,4
4,1,4.618802153517006,1,4
4,2,3.5777087639996634,1,4
4,3,3.0237157840738176,1,4
4,4,3.1622776601683795,1,4
4,5,2.860387767736777,1,4
4,6,2.6311740579210876,1,4
4,7,2.9211869733608857,1,4
4,8,3.8805700005813275,1,4
4,9,3.6706517419289884,1,4
4,10,0.8728715609439694,1,4
4,11,0.7223151185146152,1,4
4,12,0.8,1,4
4,13,0.6666666666666666,1,4
4,14,0.6432675209026769,1,4
5,1,4.618802153517006,0,4
5,2,4.242640687119285,0,4
5,3,2.5634797778466227,0,4
5,4,3.1622776601683795,0,4
5,5,2.860387767736777,0,4
5,6,2.6311740579210876,0,4
5,7,2.065591117977289,0,4
5,8,0.8401680504168059,0,4
5,9,0.7947194142390263,0,4
5,10,0.7559289460184544,0,4
5,11,0.7223151185146152,0,4
5,12,0.6928203230275509,0,4
5,13,0.6666666666666666,0,4
5,14,0.6432675209026769,0,4
5,1,3.9157800414902435,1,4
5,2,3.5777087639996634,1,4
5,3,3.585685828003181,1,4
5,4,3.1622776601683795,1,4
5,5,4.824181513244218,1,4
5,6,2.6311740579210876,1,4
5,7,0.8944271909999159,1,4
5,8,2.7439773622801416,1,4
5,9,0.7947194142390263,1,4
5,10,0.7559289460184544,1,4
5,11,0.7223151185146152,1,4
5,12,0.6928203230275509,1,4
5,13,0.6666666666666666,1,4
5,14,2.5051670740622303,1,4
6,1,3.265986323710904,0,4
6,2,2.5298221281347035,0,4
6,3,2.5634797778466227,0,4
6,4,1.8856180831641267,0,4
6,5,1.7056057308448835,0,4
6,6,1.5689290811054724,0,4
6,7,0.8944271909999159,0,4
6,8,2.7439773622801416,0,4
6,9,0.7947194142390263,0,4
6,10,0.7559289460184544,0,4
6,11,0.7223151185146152,0,4
6,12,0.6928203230275509,0,4
6,13,0.6666666666666666,0,4
6,14,0.6432675209026769,0,4
6,1,2.70801280154532,1,4
6,2,2.5298221281347035,1,4
6,3,1.7728105208558367,1,4
6,4,1.8856180831641267,1,4
6,5,1.044465935734187,1,4
6,6,0.9607689228305228,1,4
6,7,0.8944271909999159,1,4
6,8,0.8401680504168059,1,4
6,9,0.7947194142390263,1,4
6,10,0.7559289460184544,1,4
6,11,0.7223151185146152,1,4
6,12,0.6928203230275509,1,4
6,13,0.6666666666666666,1,4
6,14,0.6432675209026769,1,4
7,1,3.9157800414902435,0,4
7,2,3.5777087639996634,0,4
7,3,3.0237157840738176,0,4
7,4,3.1622776601683795,0,4
7,5,2.860387767736777,0,4
7,6,2.6311740579210876,0,4
7,7,2.449489742783178,0,4
7,8,2.3008949665421112,0,4
7,9,2.176428750330035,0,4
7,10,2.0701966780270626,0,4
7,11,1.6681153124565982,0,4
7,12,0.8,0,4
7,13,1.8257418583505538,0,4
7,14,1.7616606585441104,0,4
7,1,3.9157800414902435,1,4
7,2,3.03315017762062,1,4
7,3,3.0237157840738176,1,4
7,4,2.6666666666666665,1,4
7,5,2.412090756622109,1,4
7,6,2.6311740579210876,1,4
7,7,2.449489742783178,1,4
7,8,2.3008949665421112,1,4
7,9,2.176428750330035,1,4
7,10,2.0701966780270626,1,4
7,11,0.8340576562282991,1,4
7,12,0.8,1,4
7,13,2.1773242158072694,1,4
7,14,2.1009029257555607,1,4
8,1,2.0,0,4
8,2,2.5298221281347035,0,4
8,3,3.585685828003181,0,4
8,4,3.1622776601683795,0,4
8,5,2.860387767736777,0,4
8,6,2.6311740579210876,0,4
8,7,2.449489742783178,0,4
8,8,2.3008949665421112,0,4
8,9,2.176428750330035,0,4
8,10,0.7559289460184544,0,4
8,11,0.7223151185146152,0,4
8,12,0.6928203230275509,0,4
8,13,0.6666666666666666,0,4
8,14,0.6432675209026769,0,4
8,1,2.0,1,4
8,2,4.242640687119285,1,4
8,3,3.585685828003181,1,4
8,4,3.7712361663282534,1,4
8,5,3.411211461689767,1,4
8,6,0.9607689228305228,1,4
8,7,0.8944271909999159,1,4
8,8,2.7439773622801416,1,4
8,9,2.5955427380922007,1,4
8,10,2.4688535993934706,1,4
8,11,2.8130132381950976,1,4
8,12,0.6928203230275509,1,4
8,13,0.6666666666666666,1,4
8,14,0.6432675209026769,1,4
9,1,2.0,0,4
9,2,3.5777087639996634,0,4
9,3,3.585685828003181,0,4
9,4,1.1547005383792515,0,4
9,5,1.044465935734187,0,4
9,6,0.9607689228305228,0,4
9,7,0.8944271909999159,0,4
9,8,0.8401680504168059,0,4
9,9,0.7947194142390263,0,4
9,10,0.7559289460184544,0,4
9,11,0.7223151185146152,0,4
9,12,0.6928203230275509,0,4
9,13,0.6666666666666666,0,4
9,14,0.6432675209026769,0,4
9,1,2.0,1,4
9,2,4.242640687119285,1,4
9,3,4.27617987059879,1,4
9,4,3.7712361663282534,1,4
9,5,3.411211461689767,1,4
9,6,3.1378581622109447,1,4
9,7,2.9211869733608857,1,4
9,8,2.7439773622801416,1,4
9,9,0.7947194142390263,1,4
9,10,0.7559289460184544,1,4
9,11,0.7223151185146152,1,4
9,12,0.6928203230275509,1,4
9,13,0.6666666666666666,1,4
9,14,0.6432675209026769,1,4
10,1,3.265986323710904,0,4
10,2,2.5298221281347035,0,4
10,3,2.138089935299395,0,4
10,4,3.7712361663282534,0,4
10,5,4.067610422035836,0,4
10,6,0.9607689228305228,0,4
10,7,0.8944271909999159,0,4
10,8,1.9402850002906638,0,4
10,9,0.7947194142390263,0,4
10,10,1.745743121887939,0,4
10,11,1.978141420187361,0,4
10,12,0.6928203230275509,0,4
10,13,0.6666666666666666,0,4
10,14,1.7616606585441104,0,4
10,1,3.265986323710904,1,4
10,2,3.03315017762062,1,4
10,3,4.27617987059879,1,4
10,4,5.333333333333333,1,4
10,5,4.824181513244218,1,4
10,6,2.2188007849009166,1,4
10,7,2.449489742783178,1,4
10,8,0.8401680504168059,1,4
10,9,0.7947194142390263,1,4
10,10,0.7559289460184544,1,4
10,11,0.7223151185146152,1,4
10,12,0.6928203230275509,1,4
10,13,0.6666666666666666,1,4
10,14,0.6432675209026769,1,4
11,1,3.265986323710904,0,4
11,2,1.7888543819998317,0,4
11,3,1.3093073414159542,0,4
11,4,1.1547005383792515,0,4
11,5,1.044465935734187,0,4
11,6,0.9607689228305228,0,4
11,7,0.8944271909999159,0,4
11,8,0.8401680504168059,0,4
11,9,0.7947194142390263,0,4
11,10,0.8728715609439694,0,4
11,11,0.7223151185146152,0,4
11,12,0.6928203230275509,0,4
11,13,0.6666666666666666,0,4
11,14,0.6432675209026769,0,4
11,1,2.70801280154532,1,4
11,2,1.7888543819998317,1,4
11,3,1.3093073414159542,1,4
11,4,1.3333333333333333,1,4
11,5,1.2060453783110545,1,4
11,6,1.1094003924504583,1,4
11,7,0.8944271909999159,1,4
11,8,0.8401680504168059,1,4
11,9,0.9176629354822471,1,4
11,10,0.7559289460184544,1,4
11,11,0.7223151185146152,1,4
11,12,0.6928203230275509,1,4
11,13,0.6666666666666666,1,4
11,14,0.6432675209026769,1,4
12,1,5.477225575051661,0,4
12,2,1.5491933384829668,0,4
12,3,1.3093073414159542,0,4
12,4,1.1547005383792515,0,4
12,5,1.044465935734187,0,4
12,6,0.9607689228305228,0,4
12,7,0.8944271909999159,0,4
12,8,0.8401680504168059,0,4
12,9,0.7947194142390263,0,4
12,10,0.7559289460184544,0,4
12,11,0.7223151185146152,0,4
12,12,0.6928203230275509,0,4
12,13,0.6666666666666666,0,4
12,14,0.6432675209026769,0,4
12,1,2.309401076758503,1,4
12,2,1.7888543819998317,1,4
12,3,1.3093073414159542,1,4
12,4,1.1547005383792515,1,4
12,5,1.044465935734187,1,4
12,6,0.9607689228305228,1,4
12,7,0.8944271909999159,1,4
12,8,0.8401680504168059,1,4
12,9,0.7947194142390263,1,4
12,10,0.7559289460184544,1,4
12,11,0.7223151185146152,1,4
12,12,0.6928203230275509,1,4
12,13,0.6666666666666666,1,4
12,14,0.6432675209026769,1,4
1,1,3.9157800414902435,0,5
1,2,3.5777087639996634,0,5
1,3,3.585685828003181,0,5
1,4,5.333333333333333,0,5
1,5,4.824181513244218,0,5
1,6,4.437601569801833,0,5
1,7,4.131182235954578,0,5
1,8,3.8805700005813275,0,5
1,9,2.5955427380922007,0,5
1,10,2.4688535993934706,0,5
1,11,2.359071298478354,0,5
1,12,0.6928203230275509,0,5
1,13,0.6666666666666666,0,5
1,14,2.1009029257555607,0,5
1,1,2.0,1,5
1,2,3.03315017762062,1,5
1,3,3.0237157840738176,1,5
1,4,1.1547005383792515,1,5
1,5,2.412090756622109,1,5
1,6,2.2188007849009166,1,5
1,7,2.065591117977289,1,5
1,8,1.9402850002906638,1,5
1,9,1.8353258709644942,1,5
1,10,2.0701966780270626,1,5
1,11,1.6681153124565982,1,5
1,12,1.6,1,5
1,13,1.8257418583505538,1,5
1,14,1.7616606585441104,1,5
2,1,2.70801280154532,0,5
2,2,1.5491933384829668,0,5
2,3,1.3093073414159542,0,5
2,4,4.496912521077347,0,5
2,5,1.044465935734187,0,5
2,6,3.7416573867739413,0,5
2,7,0.8944271909999159,0,5
2,8,3.2719844670996188,0,5
2,9,3.094987458524033,0,5
2,10,0.7559289460184544,0,5
2,11,0.7223151185146152,0,5
2,12,2.6981475126464085,0,5
2,13,0.6666666666666666,0,5
2,14,0.6432675209026769,0,5
2,1,2.70801280154532,1,5
2,2,1.7888543819998317,1,5
2,3,1.5118578920369088,1,5
2,4,1.1547005383792515,1,5
2,5,1.044465935734187,1,5
2,6,0.9607689228305228,1,5
2,7,0.8944271909999159,1,5
2,8,0.8401680504168059,1,5
2,9,0.7947194142390263,1,5
2,10,0.7559289460184544,1,5
2,11,0.7223151185146152,1,5
2,12,0.6928203230275509,1,5
2,13,0.6666666666666666,1,5
2,14,0.6432675209026769,1,5
3,1,2.0,0,5
3,2,1.5491933384829668,0,5
3,3,1.3093073414159542,0,5
3,4,1.1547005383792515,0,5
3,5,1.044465935734187,0,5
3,6,3.7416573867739413,0,5
3,7,0.8944271909999159,0,5
3,8,0.8401680504168059,0,5
3,9,0.7947194142390263,0,5
3,10,0.7559289460184544,0,5
3,11,0.7223151185146152,0,5
3,12,0.6928203230275509,0,5
3,13,0.6666666666666666,0,5
3,14,0.6432675209026769,0,5
3,1,2.309401076758503,1,5
3,2,1.5491933384829668,1,5
3,3,1.5118578920369088,1,5
3,4,1.3333333333333333,1,5
3,5,1.2060453783110545,1,5
3,6,1.1094003924504583,1,5
3,7,1.0327955589886444,1,5
3,8,0.9701425001453319,1,5
3,9,0.7947194142390263,1,5
3,10,0.7559289460184544,1,5
3,11,0.7223151185146152,1,5
3,12,0.6928203230275509,1,5
3,13,0.6666666666666666,1,5
3,14,0.6432675209026769,1,5
4,1,2.309401076758503,0,5
4,2,1.7888543819998317,0,5
4,3,1.5118578920369088,0,5
4,4,1.3333333333333333,0,5
4,5,1.2060453783110545,0,5
4,6,1.1094003924504583,0,5
4,7,0.8944271909999159,0,5
4,8,0.8401680504168059,0,5
4,9,0.7947194142390263,0,5
4,10,0.7559289460184544,0,5
4,11,0.7223151185146152,0,5
4,12,0.6928203230275509,0,5
4,13,0.6666666666666666,0,5
4,14,0.6432675209026769,0,5
4,1,3.9157800414902435,1,5
4,2,1.5491933384829668,1,5
4,3,1.3093073414159542,1,5
4,4,2.260776661041756,1,5
4,5,2.860387767736777,1,5
4,6,2.2188007849009166,1,5
4,7,2.065591117977289,1,5
4,8,1.137592917989042,1,5
4,9,2.5955427380922007,1,5
4,10,2.0701966780270626,1,5
4,11,2.359071298478354,1,5
4,12,2.262741699796952,1,5
4,13,2.1773242158072694,1,5
4,14,2.5051670740622303,1,5
5,1,5.477225575051661,0,5
5,2,4.242640687119285,0,5
5,3,4.27617987059879,0,5
5,4,4.496912521077347,0,5
5,5,4.067610422035836,0,5
5,6,3.1378581622109447,0,5
5,7,4.131182235954578,0,5
5,8,3.2719844670996188,0,5
5,9,3.094987458524033,0,5
5,10,2.4688535993934706,0,5
5,11,2.8130132381950976,0,5
5,12,1.8973665961010275,0,5
5,13,2.596293654566205,0,5
5,14,2.1009029257555607,0,5
5,1,2.0,1,5
5,2,6.0332412515993425,1,5
5,3,5.0990195135927845,1,5
5,4,3.1622776601683795,1,5
5,5,4.067610422035836,1,5
5,6,3.7416573867739413,1,5
5,7,3.483293460696835,1,5
5,8,3.8805700005813275,1,5
5,9,3.094987458524033,1,5
5,10,1.2344267996967353,1,5
5,11,1.179535649239177,1,5
5,12,0.6928203230275509,1,5
5,13,2.596293654566205,1,5
5,14,2.5051670740622303,1,5
6,1,2.70801280154532,0,5
6,2,2.0976176963403033,0,5
6,3,2.138089935299395,0,5
6,4,1.8856180831641267,0,5
6,5,1.7056057308448835,0,5
6,6,0.9607689228305228,0,5
6,7,0.8944271909999159,0,5
6,8,0.8401680504168059,0,5
6,9,0.7947194142390263,0,5
6,10,0.7559289460184544,0,5
6,11,0.7223151185146152,0,5
6,12,0.6928203230275509,0,5
6,13,0.6666666666666666,0,5
6,14,0.6432675209026769,0,5
6,1,2.309401076758503,1,5
6,2,1.5491933384829668,1,5
6,3,1.3093073414159542,1,5
6,4,1.1547005383792515,1,5
6,5,1.044465935734187,1,5
6,6,0.9607689228305228,1,5
6,7,0.8944271909999159,1,5
6,8,0.8401680504168059,1,5
6,9,0.7947194142390263,1,5
6,10,0.7559289460184544,1,5
6,11,0.7223151185146152,1,5
6,12,0.6928203230275509,1,5
6,13,0.769800358919501,1,5
6,14,0.6432675209026769,1,5
7,1,2.0,0,5
7,2,3.5777087639996634,0,5
7,3,3.585685828003181,0,5
7,4,3.1622776601683795,0,5
7,5,2.860387767736777,0,5
7,6,2.6311740579210876,0,5
7,7,2.449489742783178,0,5
7,8,2.7439773622801416,0,5
7,9,2.176428750330035,0,5
7,10,2.0701966780270626,0,5
7,11,1.978141420187361,0,5
7,12,1.8973665961010275,0,5
7,13,2.1773242158072694,0,5
7,14,2.1009029257555607,0,5
7,1,2.0,1,5
7,2,1.5491933384829668,1,5
7,3,1.3093073414159542,1,5
7,4,3.1622776601683795,1,5
7,5,1.044465935734187,1,5
7,6,0.9607689228305228,1,5
7,7,2.449489742783178,1,5
7,8,2.3008949665421112,1,5
7,9,2.5955427380922007,1,5
7,10,2.0701966780270626,1,5
7,11,1.978141420187361,1,5
7,12,2.262741699796952,1,5
7,13,2.1773242158072694,1,5
7,14,2.1009029257555607,1,5
8,1,2.0,0,5
8,2,1.5491933384829668,0,5
8,3,1.3093073414159542,0,5
8,4,3.7712361663282534,0,5
8,5,3.411211461689767,0,5
8,6,3.1378581622109447,0,5
8,7,2.9211869733608857,0,5
8,8,2.7439773622801416,0,5
8,9,2.5955427380922007,0,5
8,10,2.4688535993934706,0,5
8,11,2.359071298478354,0,5
8,12,2.262741699796952,0,5
8,13,2.1773242158072694,0,5
8,14,2.1009029257555607,0,5
8,1,2.0,1,5
8,2,1.5491933384829668,1,5
8,3,4.27617987059879,1,5
8,4,4.496912521077347,1,5
8,5,4.067610422035836,1,5
8,6,3.7416573867739413,1,5
8,7,0.8944271909999159,1,5
8,8,3.2719844670996188,1,5
8,9,3.094987458524033,1,5
8,10,2.943920288775949,1,5
8,11,2.359071298478354,1,5
8,12,2.6981475126464085,1,5
8,13,2.1773242158072694,1,5
8,14,2.1009029257555607,1,5
9,1,2.0,0,5
9,2,1.5491933384829668,0,5
9,3,1.3093073414159542,0,5
9,4,1.1547005383792515,0,5
9,5,1.044465935734187,0,5
9,6,0.9607689228305228,0,5
9,7,0.8944271909999159,0,5
9,8,0.8401680504168059,0,5
9,9,0.7947194142390263,0,5
9,10,0.7559289460184544,0,5
9,11,0.7223151185146152,0,5
9,12,0.6928203230275509,0,5
9,13,0.6666666666666666,0,5
9,14,0.6432675209026769,0,5
9,1,2.0,1,5
9,2,1.5491933384829668,1,5
9,3,5.0990195135927845,1,5
9,4,4.496912521077347,1,5
9,5,4.067610422035836,1,5
9,6,3.1378581622109447,1,5
9,7,2.9211869733608857,1,5
9,8,3.2719844670996188,1,5
9,9,3.094987458524033,1,5
9,10,2.943920288775949,1,5
9,11,2.359071298478354,1,5
9,12,2.6981475126464085,1,5
9,13,2.596293654566205,1,5
9,14,2.5051670740622303,1,5
10,1,3.9157800414902435,0,5
10,2,3.03315017762062,0,5
10,3,2.5634797778466227,0,5
10,4,3.1622776601683795,0,5
10,5,3.411211461689767,0,5
10,6,4.437601569801833,0,5
10,7,3.483293460696835,0,5
10,8,3.2719844670996188,0,5
10,9,3.094987458524033,0,5
10,10,2.943920288775949,0,5
10,11,2.359071298478354,0,5
10,12,2.6981475126464085,0,5
10,13,2.1773242158072694,0,5
10,14,2.5051670740622303,0,5
10,1,2.70801280154532,1,5
10,2,2.5298221281347035,1,5
10,3,2.138089935299395,1,5
10,4,3.1622776601683795,1,5
10,5,2.412090756622109,1,5
10,6,2.6311740579210876,1,5
10,7,2.9211869733608857,1,5
10,8,3.2719844670996188,1,5
10,9,2.5955427380922007,1,5
10,10,2.943920288775949,1,5
10,11,3.3362306249131963,1,5
10,12,1.3564659966250536,1,5
10,13,2.596293654566205,1,5
10,14,2.9711254108328298,1,5
11,1,2.0,0,5
11,2,1.5491933384829668,0,5
11,3,1.3093073414159542,0,5
11,4,1.1547005383792515,0,5
11,5,1.044465935734187,0,5
11,6,0.9607689228305228,0,5
11,7,0.8944271909999159,0,5
11,8,0.8401680504168059,0,5
11,9,0.7947194142390263,0,5
11,10,0.7559289460184544,0,5
11,11,0.7223151185146152,0,5
11,12,0.6928203230275509,0,5
11,13,0.6666666666666666,0,5
11,14,0.6432675209026769,0,5
11,1,2.0,1,5
11,2,1.5491933384829668,1,5
11,3,1.3093073414159542,1,5
11,4,1.3333333333333333,1,5
11,5,1.044465935734187,1,5
11,6,0.9607689228305228,1,5
11,7,0.8944271909999159,1,5
11,8,0.8401680504168059,1,5
11,9,0.7947194142390263,1,5
11,10,0.8728715609439694,1,5
11,11,0.7223151185146152,1,5
11,12,0.6928203230275509,1,5
11,13,0.6666666666666666,1,5
11,14,0.6432675209026769,1,5
12,1,9.237604307034012,0,5
12,2,7.155417527999327,0,5
12,3,5.0990195135927845,0,5
12,4,1.1547005383792515,0,5
12,5,1.044465935734187,0,5
12,6,0.9607689228305228,0,5
12,7,0.8944271909999159,0,5
12,8,0.8401680504168059,0,5
12,9,0.7947194142390263,0,5
12,10,0.7559289460184544,0,5
12,11,0.7223151185146152,0,5
12,12,0.6928203230275509,0,5
12,13,0.6666666666666666,0,5
12,14,0.6432675209026769,0,5
12,1,2.0,1,5
12,2,1.5491933384829668,1,5
12,3,1.3093073414159542,1,5
12,4,1.1547005383792515,1,5
12,5,1.044465935734187,1,5
12,6,0.9607689228305228,1,5
12,7,0.8944271909999159,1,5
12,8,0.8401680504168059,1,5
12,9,0.7947194142390263,1,5
12,10,0.7559289460184544,1,5
12,11,0.7223151185146152,1,5
12,12,0.6928203230275509,1,5
12,13,0.6666666666666666,1,5
12,14,0.6432675209026769,1,5
1,1,2.0,0,6
1,2,5.059644256269407,0,6
1,3,1.3093073414159542,0,6
1,4,5.333333333333333,0,6
1,5,4.824181513244218,0,6
1,6,3.7416573867739413,0,6
1,7,3.483293460696835,0,6
1,8,3.2719844670996188,0,6
