subject,roi,eccentricity_range,eccentricity_mean,frequency_class,psf,side
3,1,"(13.5, 14.5)",14.0,3,0.4041,1
3,1,"(13.5, 14.5)",14.0,4,6.465,1
3,1,"(14.5, 15.5)",15.0,1,8.5333,1
3,1,"(14.5, 15.5)",15.0,2,0.4,1
3,1,"(14.5, 15.5)",15.0,3,1.5085,1
3,1,"(14.5, 15.5)",15.0,4,6.034,1
3,1,"(15.5, 16.5)",16.0,1,8.0,1
3,1,"(15.5, 16.5)",16.0,2,0.375,1
3,1,"(15.5, 16.5)",16.0,3,0.3536,1
3,1,"(15.5, 16.5)",16.0,4,5.6569,1
3,1,"(16.5, 17.5)",17.0,1,7.5294,1
3,1,"(16.5, 17.5)",17.0,2,0.3529,1
3,1,"(16.5, 17.5)",17.0,3,0.9151,1
3,1,"(16.5, 17.5)",17.0,4,5.3241,1
3,1,"(17.5, 18.5)",18.0,1,3.5556,1
3,1,"(17.5, 18.5)",18.0,2,0.3333,1
3,1,"(17.5, 18.5)",18.0,3,0.8642,1
3,1,"(17.5, 18.5)",18.0,4,5.0283,1
3,1,"(18.5, 19.5)",19.0,1,3.3684,1
3,1,"(18.5, 19.5)",19.0,2,0.3158,1
3,1,"(18.5, 19.5)",19.0,3,0.8188,1
3,1,"(18.5, 19.5)",19.0,4,4.7637,1
3,1,"(19.5, 20.5)",20.0,1,6.4,1
3,1,"(19.5, 20.5)",20.0,2,0.3,1
3,1,"(19.5, 20.5)",20.0,3,0.7778,1
3,1,"(19.5, 20.5)",20.0,4,4.5255,1
3,1,"(20.5, 21.5)",21.0,1,3.0476,1
3,1,"(20.5, 21.5)",21.0,2,0.2857,1
3,1,"(20.5, 21.5)",21.0,3,1.0775,1
3,1,"(20.5, 21.5)",21.0,4,3.0305,1
3,1,"(21.5, 22.5)",22.0,1,2.9091,1
3,1,"(21.5, 22.5)",22.0,2,2.9091,1
3,1,"(21.5, 22.5)",22.0,3,0.2571,1
3,1,"(21.5, 22.5)",22.0,4,1.0285,1
3,1,"(22.5, 23.5)",23.0,1,2.7826,1
3,1,"(22.5, 23.5)",23.0,2,0.4783,1
3,1,"(22.5, 23.5)",23.0,3,0.246,1
3,1,"(22.5, 23.5)",23.0,4,0.4919,1
3,1,"(23.5, 24.5)",24.0,1,2.6667,1
3,1,"(23.5, 24.5)",24.0,2,0.4583,1
3,1,"(23.5, 24.5)",24.0,3,0.2357,1
3,1,"(23.5, 24.5)",24.0,4,0.9428,1
3,1,"(24.5, 25.5)",25.0,1,2.56,1
3,1,"(24.5, 25.5)",25.0,2,1.28,1
3,1,"(24.5, 25.5)",25.0,3,0.2263,1
3,1,"(24.5, 25.5)",25.0,4,3.6204,1
3,2,"(1.5, 2.5)",2.0,1,5.5,1
3,2,"(1.5, 2.5)",2.0,2,3.0,1
3,2,"(1.5, 2.5)",2.0,3,5.6569,1
3,2,"(1.5, 2.5)",2.0,4,7.7782,1
3,2,"(2.5, 3.5)",3.0,1,15.0,1
3,2,"(2.5, 3.5)",3.0,2,5.3333,1
3,2,"(2.5, 3.5)",3.0,3,7.5425,1
3,2,"(2.5, 3.5)",3.0,4,5.1854,1
3,2,"(3.5, 4.5)",4.0,1,8.0,1
3,2,"(3.5, 4.5)",4.0,2,4.0,1
3,2,"(3.5, 4.5)",4.0,3,5.6569,1
3,2,"(3.5, 4.5)",4.0,4,8.1317,1
3,2,"(4.5, 5.5)",5.0,1,9.0,1
3,2,"(4.5, 5.5)",5.0,2,6.4,1
3,2,"(4.5, 5.5)",5.0,3,6.5054,1
3,2,"(4.5, 5.5)",5.0,4,6.5054,1
3,2,"(5.5, 6.5)",6.0,1,7.5,1
3,2,"(5.5, 6.5)",6.0,2,5.3333,1
3,2,"(5.5, 6.5)",6.0,3,5.4212,1
3,2,"(5.5, 6.5)",6.0,4,2.5927,1
3,2,"(6.5, 7.5)",7.0,1,6.4286,1
3,2,"(6.5, 7.5)",7.0,2,4.5714,1
3,2,"(6.5, 7.5)",7.0,3,4.6467,1
3,2,"(6.5, 7.5)",7.0,4,9.0914,1
3,2,"(7.5, 8.5)",8.0,1,5.625,1
3,2,"(7.5, 8.5)",8.0,2,5.625,1
3,2,"(7.5, 8.5)",8.0,3,5.6569,1
3,2,"(7.5, 8.5)",8.0,4,7.955,1
3,2,"(8.5, 9.5)",9.0,1,5.0,1
3,2,"(8.5, 9.5)",9.0,2,7.1111,1
3,2,"(8.5, 9.5)",9.0,3,5.0283,1
3,2,"(8.5, 9.5)",9.0,4,7.0711,1
3,2,"(9.5, 10.5)",10.0,1,4.5,1
3,2,"(9.5, 10.5)",10.0,2,6.4,1
3,2,"(9.5, 10.5)",10.0,3,4.5255,1
3,2,"(9.5, 10.5)",10.0,4,6.364,1
3,2,"(10.5, 11.5)",11.0,1,4.0909,1
3,2,"(10.5, 11.5)",11.0,2,2.0909,1
3,2,"(10.5, 11.5)",11.0,3,2.057,1
3,2,"(10.5, 11.5)",11.0,4,5.7854,1
3,2,"(11.5, 12.5)",12.0,1,3.75,1
3,2,"(11.5, 12.5)",12.0,2,5.3333,1
3,2,"(11.5, 12.5)",12.0,3,5.3033,1
3,2,"(11.5, 12.5)",12.0,4,5.3033,1
3,2,"(12.5, 13.5)",13.0,1,7.0,1
3,2,"(12.5, 13.5)",13.0,2,4.9231,1
3,2,"(12.5, 13.5)",13.0,3,4.8954,1
3,2,"(12.5, 13.5)",13.0,4,6.9623,1
3,2,"(13.5, 14.5)",14.0,1,3.2143,1
3,2,"(13.5, 14.5)",14.0,2,3.2143,1
3,2,"(13.5, 14.5)",14.0,3,1.6162,1
3,2,"(13.5, 14.5)",14.0,4,4.5457,1
3,2,"(14.5, 15.5)",15.0,1,2.1333,1
3,2,"(14.5, 15.5)",15.0,2,3.0,1
3,2,"(14.5, 15.5)",15.0,3,1.5085,1
3,2,"(14.5, 15.5)",15.0,4,4.2426,1
3,2,"(15.5, 16.5)",16.0,1,2.0,1
3,2,"(15.5, 16.5)",16.0,2,2.8125,1
3,2,"(15.5, 16.5)",16.0,3,1.4142,1
3,2,"(15.5, 16.5)",16.0,4,3.9775,1
3,2,"(16.5, 17.5)",17.0,1,1.8824,1
3,2,"(16.5, 17.5)",17.0,2,2.6471,1
3,2,"(16.5, 17.5)",17.0,3,1.331,1
3,2,"(16.5, 17.5)",17.0,4,3.7435,1
3,2,"(17.5, 18.5)",18.0,1,2.5,1
3,2,"(17.5, 18.5)",18.0,2,2.5,1
3,2,"(17.5, 18.5)",18.0,3,1.2571,1
3,2,"(17.5, 18.5)",18.0,4,1.8071,1
3,2,"(18.5, 19.5)",19.0,1,3.3684,1
3,2,"(18.5, 19.5)",19.0,2,3.3684,1
3,2,"(18.5, 19.5)",19.0,3,1.1909,1
3,2,"(18.5, 19.5)",19.0,4,1.7119,1
3,2,"(19.5, 20.5)",20.0,1,1.6,1
3,2,"(19.5, 20.5)",20.0,2,2.25,1
3,2,"(19.5, 20.5)",20.0,3,1.1314,1
3,2,"(19.5, 20.5)",20.0,4,1.6263,1
3,2,"(20.5, 21.5)",21.0,1,1.0952,1
3,2,"(20.5, 21.5)",21.0,2,2.1429,1
3,2,"(20.5, 21.5)",21.0,3,1.0775,1
3,2,"(20.5, 21.5)",21.0,4,0.7408,1
3,2,"(21.5, 22.5)",22.0,1,1.0455,1
3,2,"(21.5, 22.5)",22.0,2,0.5,1
3,2,"(21.5, 22.5)",22.0,3,1.0285,1
3,2,"(21.5, 22.5)",22.0,4,2.8927,1
3,2,"(22.5, 23.5)",23.0,1,1.0,1
3,2,"(22.5, 23.5)",23.0,2,0.4783,1
3,2,"(22.5, 23.5)",23.0,3,0.9838,1
3,2,"(22.5, 23.5)",23.0,4,2.7669,1
3,2,"(23.5, 24.5)",24.0,1,1.875,1
3,2,"(23.5, 24.5)",24.0,2,0.4583,1
3,2,"(23.5, 24.5)",24.0,3,0.6482,1
3,2,"(23.5, 24.5)",24.0,4,3.7712,1
3,3,"(1.5, 2.5)",2.0,1,5.5,1
3,3,"(1.5, 2.5)",2.0,2,3.0,1
3,3,"(1.5, 2.5)",2.0,3,5.6569,1
3,3,"(1.5, 2.5)",2.0,4,7.7782,1
3,3,"(2.5, 3.5)",3.0,1,3.6667,1
3,3,"(2.5, 3.5)",3.0,2,2.0,1
3,3,"(2.5, 3.5)",3.0,3,3.7712,1
3,3,"(2.5, 3.5)",3.0,4,5.1854,1
3,3,"(3.5, 4.5)",4.0,1,11.25,1
3,3,"(3.5, 4.5)",4.0,2,4.0,1
3,3,"(3.5, 4.5)",4.0,3,5.6569,1
3,3,"(3.5, 4.5)",4.0,4,3.8891,1
3,3,"(4.5, 5.5)",5.0,1,9.0,1
3,3,"(4.5, 5.5)",5.0,2,3.2,1
3,3,"(4.5, 5.5)",5.0,3,4.5255,1
3,3,"(4.5, 5.5)",5.0,4,3.1113,1
3,3,"(5.5, 6.5)",6.0,1,7.5,1
3,3,"(5.5, 6.5)",6.0,2,2.6667,1
3,3,"(5.5, 6.5)",6.0,3,3.7712,1
3,3,"(5.5, 6.5)",6.0,4,2.5927,1
3,3,"(6.5, 7.5)",7.0,1,9.1429,1
3,3,"(6.5, 7.5)",7.0,2,1.5714,1
3,3,"(6.5, 7.5)",7.0,3,1.6162,1
3,3,"(6.5, 7.5)",7.0,4,2.2223,1
3,3,"(7.5, 8.5)",8.0,1,8.0,1
3,3,"(7.5, 8.5)",8.0,2,0.75,1
3,3,"(7.5, 8.5)",8.0,3,1.4142,1
3,3,"(7.5, 8.5)",8.0,4,1.9445,1
3,3,"(8.5, 9.5)",9.0,1,0.8889,1
3,3,"(8.5, 9.5)",9.0,2,1.2222,1
3,3,"(8.5, 9.5)",9.0,3,2.5142,1
3,3,"(8.5, 9.5)",9.0,4,10.0566,1
3,3,"(9.5, 10.5)",10.0,1,3.2,1
3,3,"(9.5, 10.5)",10.0,2,1.6,1
3,3,"(9.5, 10.5)",10.0,3,2.2627,1
3,3,"(9.5, 10.5)",10.0,4,1.5556,1
3,3,"(10.5, 11.5)",11.0,1,2.0909,1
3,3,"(10.5, 11.5)",11.0,2,1.0,1
3,3,"(10.5, 11.5)",11.0,3,2.057,1
3,3,"(10.5, 11.5)",11.0,4,5.7854,1
3,3,"(11.5, 12.5)",12.0,1,1.9167,1
3,3,"(11.5, 12.5)",12.0,2,0.6667,1
3,3,"(11.5, 12.5)",12.0,3,1.8856,1
3,3,"(11.5, 12.5)",12.0,4,3.7712,1
3,3,"(12.5, 13.5)",13.0,1,1.7692,1
3,3,"(12.5, 13.5)",13.0,2,0.6154,1
3,3,"(12.5, 13.5)",13.0,3,0.4351,1
3,3,"(12.5, 13.5)",13.0,4,3.4811,1
3,3,"(13.5, 14.5)",14.0,1,1.6429,1
3,3,"(13.5, 14.5)",14.0,2,2.2857,1
3,3,"(13.5, 14.5)",14.0,3,1.6162,1
3,3,"(13.5, 14.5)",14.0,4,1.6162,1
3,3,"(14.5, 15.5)",15.0,1,1.0667,1
3,3,"(14.5, 15.5)",15.0,2,2.1333,1
3,3,"(14.5, 15.5)",15.0,3,1.5085,1
3,3,"(14.5, 15.5)",15.0,4,1.0371,1
3,3,"(15.5, 16.5)",16.0,1,2.8125,1
3,3,"(15.5, 16.5)",16.0,2,0.5,1
3,3,"(15.5, 16.5)",16.0,3,1.4142,1
3,3,"(15.5, 16.5)",16.0,4,0.9723,1
3,3,"(16.5, 17.5)",17.0,1,1.8824,1
3,3,"(16.5, 17.5)",17.0,2,0.6471,1
3,3,"(16.5, 17.5)",17.0,3,1.331,1
3,3,"(16.5, 17.5)",17.0,4,0.9151,1
3,3,"(17.5, 18.5)",18.0,1,2.5,1
3,3,"(17.5, 18.5)",18.0,2,2.5,1
3,3,"(17.5, 18.5)",18.0,3,1.2571,1
3,3,"(17.5, 18.5)",18.0,4,0.8642,1
3,3,"(18.5, 19.5)",19.0,1,0.8421,1
3,3,"(18.5, 19.5)",19.0,2,0.5789,1
3,3,"(18.5, 19.5)",19.0,3,1.1909,1
3,3,"(18.5, 19.5)",19.0,4,0.8188,1
3,3,"(19.5, 20.5)",20.0,1,0.8,1
3,3,"(19.5, 20.5)",20.0,2,0.55,1
3,3,"(19.5, 20.5)",20.0,3,1.1314,1
3,3,"(19.5, 20.5)",20.0,4,0.7778,1
3,3,"(20.5, 21.5)",21.0,1,1.0952,1
3,3,"(20.5, 21.5)",21.0,2,0.5238,1
3,3,"(20.5, 21.5)",21.0,3,1.0775,1
3,3,"(20.5, 21.5)",21.0,4,0.7408,1
3,3,"(21.5, 22.5)",22.0,1,1.0455,1
3,3,"(21.5, 22.5)",22.0,2,0.2727,1
3,3,"(21.5, 22.5)",22.0,3,0.7071,1
3,3,"(21.5, 22.5)",22.0,4,0.7071,1
3,3,"(22.5, 23.5)",23.0,1,1.0,1
3,3,"(22.5, 23.5)",23.0,2,0.2609,1
3,3,"(22.5, 23.5)",23.0,3,0.9838,1
3,3,"(22.5, 23.5)",23.0,4,0.9838,1
3,3,"(23.5, 24.5)",24.0,1,0.9583,1
3,3,"(23.5, 24.5)",24.0,2,0.25,1
3,3,"(23.5, 24.5)",24.0,3,0.9428,1
3,3,"(23.5, 24.5)",24.0,4,0.9428,1
3,4,"(1.5, 2.5)",2.0,1,5.5,1
3,4,"(1.5, 2.5)",2.0,2,3.0,1
3,4,"(1.5, 2.5)",2.0,3,5.6569,1
3,4,"(1.5, 2.5)",2.0,4,2.8284,1
3,4,"(2.5, 3.5)",3.0,1,3.6667,1
3,4,"(2.5, 3.5)",3.0,2,2.0,1
3,4,"(2.5, 3.5)",3.0,3,3.7712,1
3,4,"(2.5, 3.5)",3.0,4,1.8856,1
3,4,"(3.5, 4.5)",4.0,1,32.0,1
3,4,"(3.5, 4.5)",4.0,2,1.5,1
3,4,"(3.5, 4.5)",4.0,3,2.8284,1
3,4,"(3.5, 4.5)",4.0,4,1.4142,1
3,4,"(4.5, 5.5)",5.0,1,25.6,1
3,4,"(4.5, 5.5)",5.0,2,1.2,1
3,4,"(4.5, 5.5)",5.0,3,2.2627,1
3,4,"(4.5, 5.5)",5.0,4,1.1314,1
3,4,"(5.5, 6.5)",6.0,1,1.3333,1
3,4,"(5.5, 6.5)",6.0,2,1.0,1
3,4,"(5.5, 6.5)",6.0,3,1.8856,1
3,4,"(5.5, 6.5)",6.0,4,0.9428,1
3,4,"(6.5, 7.5)",7.0,1,1.1429,1
3,4,"(6.5, 7.5)",7.0,2,2.2857,1
3,4,"(6.5, 7.5)",7.0,3,1.6162,1
3,4,"(6.5, 7.5)",7.0,4,0.8081,1
3,4,"(7.5, 8.5)",8.0,1,1.0,1
3,4,"(7.5, 8.5)",8.0,2,2.0,1
3,4,"(7.5, 8.5)",8.0,3,1.4142,1
3,4,"(7.5, 8.5)",8.0,4,0.7071,1
3,4,"(8.5, 9.5)",9.0,1,0.8889,1
3,4,"(8.5, 9.5)",9.0,2,1.2222,1
3,4,"(8.5, 9.5)",9.0,3,1.2571,1
3,4,"(8.5, 9.5)",9.0,4,1.7285,1
3,4,"(9.5, 10.5)",10.0,1,0.8,1
3,4,"(9.5, 10.5)",10.0,2,0.6,1
3,4,"(9.5, 10.5)",10.0,3,1.5556,1
3,4,"(9.5, 10.5)",10.0,4,0.5657,1
3,4,"(10.5, 11.5)",11.0,1,2.0909,1
3,4,"(10.5, 11.5)",11.0,2,0.7273,1
3,4,"(10.5, 11.5)",11.0,3,1.0285,1
3,4,"(10.5, 11.5)",11.0,4,0.5143,1
3,4,"(11.5, 12.5)",12.0,1,0.9167,1
3,4,"(11.5, 12.5)",12.0,2,0.5,1
3,4,"(11.5, 12.5)",12.0,3,0.9428,1
3,4,"(11.5, 12.5)",12.0,4,0.9428,1
3,4,"(12.5, 13.5)",13.0,1,0.6154,1
3,4,"(12.5, 13.5)",13.0,2,1.2308,1
3,4,"(12.5, 13.5)",13.0,3,0.8703,1
3,4,"(12.5, 13.5)",13.0,4,0.4351,1
3,4,"(13.5, 14.5)",14.0,1,1.6429,1
3,4,"(13.5, 14.5)",14.0,2,0.4286,1
3,4,"(13.5, 14.5)",14.0,3,0.8081,1
3,4,"(13.5, 14.5)",14.0,4,0.4041,1
3,4,"(14.5, 15.5)",15.0,1,8.5333,1
3,4,"(14.5, 15.5)",15.0,2,2.1333,1
3,4,"(14.5, 15.5)",15.0,3,1.5085,1
3,4,"(14.5, 15.5)",15.0,4,0.3771,1
3,4,"(15.5, 16.5)",16.0,1,0.5,1
3,4,"(15.5, 16.5)",16.0,2,1.0,1
3,4,"(15.5, 16.5)",16.0,3,0.7071,1
3,4,"(15.5, 16.5)",16.0,4,0.3536,1
3,4,"(16.5, 17.5)",17.0,1,0.4706,1
3,4,"(16.5, 17.5)",17.0,2,0.3529,1
3,4,"(16.5, 17.5)",17.0,3,1.331,1
3,4,"(16.5, 17.5)",17.0,4,0.3328,1
3,4,"(17.5, 18.5)",18.0,1,3.5556,1
3,4,"(17.5, 18.5)",18.0,2,0.6111,1
3,4,"(17.5, 18.5)",18.0,3,0.6285,1
3,4,"(17.5, 18.5)",18.0,4,0.3143,1
3,4,"(18.5, 19.5)",19.0,1,0.4211,1
3,4,"(18.5, 19.5)",19.0,2,0.4211,1
3,4,"(18.5, 19.5)",19.0,3,0.5955,1
3,4,"(18.5, 19.5)",19.0,4,0.2977,1
3,4,"(19.5, 20.5)",20.0,1,0.4,1
3,4,"(19.5, 20.5)",20.0,2,0.55,1
3,4,"(19.5, 20.5)",20.0,3,0.5657,1
3,4,"(19.5, 20.5)",20.0,4,0.2828,1
3,4,"(20.5, 21.5)",21.0,1,0.381,1
3,4,"(20.5, 21.5)",21.0,2,0.7619,1
3,4,"(20.5, 21.5)",21.0,3,2.155,1
3,4,"(20.5, 21.5)",21.0,4,0.2694,1
3,4,"(21.5, 22.5)",22.0,1,0.7273,1
3,4,"(21.5, 22.5)",22.0,2,0.7273,1
3,4,"(21.5, 22.5)",22.0,3,1.0285,1
3,4,"(21.5, 22.5)",22.0,4,0.2571,1
3,4,"(22.5, 23.5)",23.0,1,0.6957,1
3,4,"(22.5, 23.5)",23.0,2,1.9565,1
3,4,"(22.5, 23.5)",23.0,3,0.9838,1
3,4,"(22.5, 23.5)",23.0,4,0.246,1
3,4,"(23.5, 24.5)",24.0,1,0.3333,1
3,4,"(23.5, 24.5)",24.0,2,1.875,1
3,4,"(23.5, 24.5)",24.0,3,0.9428,1
3,4,"(23.5, 24.5)",24.0,4,0.2357,1
3,4,"(24.5, 25.5)",25.0,1,3.64,1
3,4,"(24.5, 25.5)",25.0,2,0.64,1
3,4,"(24.5, 25.5)",25.0,3,0.6223,1
3,4,"(24.5, 25.5)",25.0,4,0.9051,1
3,5,"(1.5, 2.5)",2.0,1,4.0,1
3,5,"(1.5, 2.5)",2.0,2,3.0,1
3,5,"(1.5, 2.5)",2.0,3,5.6569,1
3,5,"(1.5, 2.5)",2.0,4,2.8284,1
3,5,"(2.5, 3.5)",3.0,1,2.6667,1
3,5,"(2.5, 3.5)",3.0,2,2.0,1
3,5,"(2.5, 3.5)",3.0,3,5.1854,1
3,5,"(2.5, 3.5)",3.0,4,1.8856,1
3,5,"(3.5, 4.5)",4.0,1,2.0,1
3,5,"(3.5, 4.5)",4.0,2,1.5,1
3,5,"(3.5, 4.5)",4.0,3,3.8891,1
3,5,"(3.5, 4.5)",4.0,4,2.1213,1
3,5,"(4.5, 5.5)",5.0,1,1.6,1
3,5,"(4.5, 5.5)",5.0,2,4.6,1
3,5,"(4.5, 5.5)",5.0,3,2.2627,1
3,5,"(4.5, 5.5)",5.0,4,18.1019,1
3,5,"(5.5, 6.5)",6.0,1,21.3333,1
3,5,"(5.5, 6.5)",6.0,2,1.0,1
3,5,"(5.5, 6.5)",6.0,3,1.8856,1
3,5,"(5.5, 6.5)",6.0,4,15.0849,1
3,5,"(6.5, 7.5)",7.0,1,18.2857,1
3,5,"(6.5, 7.5)",7.0,2,0.8571,1
3,5,"(6.5, 7.5)",7.0,3,1.6162,1
3,5,"(6.5, 7.5)",7.0,4,0.8081,1
3,5,"(7.5, 8.5)",8.0,1,2.0,1
3,5,"(7.5, 8.5)",8.0,2,0.75,1
3,5,"(7.5, 8.5)",8.0,3,1.4142,1
3,5,"(7.5, 8.5)",8.0,4,0.7071,1
3,5,"(8.5, 9.5)",9.0,1,1.7778,1
3,5,"(8.5, 9.5)",9.0,2,0.6667,1
3,5,"(8.5, 9.5)",9.0,3,1.2571,1
3,5,"(8.5, 9.5)",9.0,4,0.6285,1
3,5,"(9.5, 10.5)",10.0,1,1.6,1
3,5,"(9.5, 10.5)",10.0,2,0.6,1
3,5,"(9.5, 10.5)",10.0,3,2.2627,1
3,5,"(9.5, 10.5)",10.0,4,0.5657,1
3,5,"(10.5, 11.5)",11.0,1,1.4545,1
3,5,"(10.5, 11.5)",11.0,2,0.5455,1
3,5,"(10.5, 11.5)",11.0,3,2.957,1
3,5,"(10.5, 11.5)",11.0,4,0.5143,1
3,5,"(11.5, 12.5)",12.0,1,10.6667,1
3,5,"(11.5, 12.5)",12.0,2,10.6667,1
3,5,"(11.5, 12.5)",12.0,3,0.9428,1
3,5,"(11.5, 12.5)",12.0,4,0.4714,1
3,5,"(12.5, 13.5)",13.0,1,9.8462,1
3,5,"(12.5, 13.5)",13.0,2,9.8462,1
3,5,"(12.5, 13.5)",13.0,3,0.8703,1
3,5,"(12.5, 13.5)",13.0,4,0.4351,1
3,5,"(13.5, 14.5)",14.0,1,6.5,1
3,5,"(13.5, 14.5)",14.0,2,9.1429,1
3,5,"(13.5, 14.5)",14.0,3,9.1924,1
3,5,"(13.5, 14.5)",14.0,4,0.4041,1
3,5,"(14.5, 15.5)",15.0,1,6.0667,1
3,5,"(14.5, 15.5)",15.0,2,8.5333,1
3,5,"(14.5, 15.5)",15.0,3,8.5796,1
3,5,"(14.5, 15.5)",15.0,4,6.034,1
3,5,"(15.5, 16.5)",16.0,1,5.6875,1
3,5,"(15.5, 16.5)",16.0,2,8.0,1
3,5,"(15.5, 16.5)",16.0,3,8.0433,1
3,5,"(15.5, 16.5)",16.0,4,0.3536,1
3,5,"(16.5, 17.5)",17.0,1,7.5294,1
3,5,"(16.5, 17.5)",17.0,2,7.5294,1
3,5,"(16.5, 17.5)",17.0,3,7.5702,1
3,5,"(16.5, 17.5)",17.0,4,5.3241,1
3,5,"(17.5, 18.5)",18.0,1,5.0556,1
3,5,"(17.5, 18.5)",18.0,2,7.1111,1
3,5,"(17.5, 18.5)",18.0,3,7.1496,1
3,5,"(17.5, 18.5)",18.0,4,0.3143,1
3,5,"(18.5, 19.5)",19.0,1,6.7368,1
3,5,"(18.5, 19.5)",19.0,2,6.7368,1
3,5,"(18.5, 19.5)",19.0,3,0.5955,1
3,5,"(18.5, 19.5)",19.0,4,0.2977,1
3,5,"(19.5, 20.5)",20.0,1,6.4,1
3,5,"(19.5, 20.5)",20.0,2,0.3,1
3,5,"(19.5, 20.5)",20.0,3,0.5657,1
3,5,"(19.5, 20.5)",20.0,4,0.2828,1
3,5,"(20.5, 21.5)",21.0,1,4.3333,1
3,5,"(20.5, 21.5)",21.0,2,6.0952,1
3,5,"(20.5, 21.5)",21.0,3,6.1283,1
3,5,"(20.5, 21.5)",21.0,4,0.2694,1
3,5,"(21.5, 22.5)",22.0,1,5.8182,1
3,5,"(21.5, 22.5)",22.0,2,5.8182,1
3,5,"(21.5, 22.5)",22.0,3,2.057,1
3,5,"(21.5, 22.5)",22.0,4,0.2571,1
3,5,"(22.5, 23.5)",23.0,1,5.5652,1
3,5,"(22.5, 23.5)",23.0,2,1.9565,1
3,5,"(22.5, 23.5)",23.0,3,5.5954,1
3,5,"(22.5, 23.5)",23.0,4,0.246,1
3,5,"(23.5, 24.5)",24.0,1,0.3333,1
3,5,"(23.5, 24.5)",24.0,2,0.4583,1
3,5,"(23.5, 24.5)",24.0,3,0.4714,1
3,5,"(23.5, 24.5)",24.0,4,0.2357,1
3,5,"(24.5, 25.5)",25.0,1,0.32,1
3,5,"(24.5, 25.5)",25.0,2,0.44,1
3,5,"(24.5, 25.5)",25.0,3,0.3394,1
3,5,"(24.5, 25.5)",25.0,4,0.2263,1
3,6,"(1.5, 2.5)",2.0,1,5.5,1
3,6,"(1.5, 2.5)",2.0,2,3.0,1
3,6,"(1.5, 2.5)",2.0,3,5.6569,1
3,6,"(1.5, 2.5)",2.0,4,2.8284,1
3,6,"(2.5, 3.5)",3.0,1,3.6667,1
3,6,"(2.5, 3.5)",3.0,2,2.0,1
3,6,"(2.5, 3.5)",3.0,3,3.7712,1
3,6,"(2.5, 3.5)",3.0,4,1.8856,1
3,6,"(3.5, 4.5)",4.0,1,2.0,1
3,6,"(3.5, 4.5)",4.0,2,1.5,1
3,6,"(3.5, 4.5)",4.0,3,2.1213,1
3,6,"(3.5, 4.5)",4.0,4,1.4142,1
3,6,"(4.5, 5.5)",5.0,1,1.6,1
3,6,"(4.5, 5.5)",5.0,2,1.2,1
3,6,"(4.5, 5.5)",5.0,3,25.7387,1
3,6,"(4.5, 5.5)",5.0,4,1.1314,1
3,6,"(5.5, 6.5)",6.0,1,21.3333,1
3,6,"(5.5, 6.5)",6.0,2,21.3333,1
3,6,"(5.5, 6.5)",6.0,3,21.4489,1
3,6,"(5.5, 6.5)",6.0,4,15.0849,1
3,6,"(6.5, 7.5)",7.0,1,18.2857,1
3,6,"(6.5, 7.5)",7.0,2,0.8571,1
3,6,"(6.5, 7.5)",7.0,3,18.3848,1
3,6,"(6.5, 7.5)",7.0,4,0.8081,1
3,6,"(7.5, 8.5)",8.0,1,16.0,1
3,6,"(7.5, 8.5)",8.0,2,0.75,1
3,6,"(7.5, 8.5)",8.0,3,2.8284,1
3,6,"(7.5, 8.5)",8.0,4,0.7071,1
3,6,"(8.5, 9.5)",9.0,1,14.2222,1
3,6,"(8.5, 9.5)",9.0,2,14.2222,1
3,6,"(8.5, 9.5)",9.0,3,14.2993,1
3,6,"(8.5, 9.5)",9.0,4,0.6285,1
3,6,"(9.5, 10.5)",10.0,1,0.8,1
3,6,"(9.5, 10.5)",10.0,2,12.8,1
3,6,"(9.5, 10.5)",10.0,3,4.5255,1
3,6,"(9.5, 10.5)",10.0,4,9.051,1
3,6,"(10.5, 11.5)",11.0,1,8.2727,1
3,6,"(10.5, 11.5)",11.0,2,11.6364,1
3,6,"(10.5, 11.5)",11.0,3,8.2282,1
3,6,"(10.5, 11.5)",11.0,4,8.2282,1
3,6,"(11.5, 12.5)",12.0,1,7.5833,1
3,6,"(11.5, 12.5)",12.0,2,10.6667,1
3,6,"(11.5, 12.5)",12.0,3,3.7712,1
3,6,"(11.5, 12.5)",12.0,4,7.5425,1
3,6,"(12.5, 13.5)",13.0,1,1.2308,1
3,6,"(12.5, 13.5)",13.0,2,9.8462,1
3,6,"(12.5, 13.5)",13.0,3,2.5021,1
3,6,"(12.5, 13.5)",13.0,4,6.9623,1
3,6,"(13.5, 14.5)",14.0,1,1.1429,1
3,6,"(13.5, 14.5)",14.0,2,9.1429,1
3,6,"(13.5, 14.5)",14.0,3,1.6162,1
3,6,"(13.5, 14.5)",14.0,4,6.465,1
3,6,"(14.5, 15.5)",15.0,1,6.0667,1
3,6,"(14.5, 15.5)",15.0,2,8.5333,1
3,6,"(14.5, 15.5)",15.0,3,2.1685,1
3,6,"(14.5, 15.5)",15.0,4,6.034,1
3,6,"(15.5, 16.5)",16.0,1,1.0,1
3,6,"(15.5, 16.5)",16.0,2,8.0,1
3,6,"(15.5, 16.5)",16.0,3,2.0329,1
3,6,"(15.5, 16.5)",16.0,4,5.6569,1
3,6,"(16.5, 17.5)",17.0,1,5.3529,1
3,6,"(16.5, 17.5)",17.0,2,0.3529,1
3,6,"(16.5, 17.5)",17.0,3,1.9133,1
