,roi,side,eccen,subject,preferred_period,sigma
471,2,0,10.5,10,2.2105806816941547,3.338161530119649
472,2,0,11.5,10,2.350228549948926,3.8721936162155455
473,2,1,1.5,10,0.5102757491939821,0.2952280639297853
474,2,1,2.5,10,0.4857973891363946,0.5362425894122715
475,2,1,3.5,10,0.3431704910798213,1.1191148631678427
476,2,1,4.5,10,0.7078421199708156,1.990644047409296
477,2,1,5.5,10,0.6161755431317564,2.1642704123959824
478,2,1,6.5,10,0.854813727191449,2.5030928636419363
479,2,1,7.5,10,1.0266011993507984,2.510533115443061
480,2,1,8.5,10,1.2948291017993214,2.779177439623865
481,2,1,9.5,10,1.3315636103594437,3.662478851775328
482,2,1,10.5,10,1.765152803719097,3.732741968606108
483,2,1,11.5,10,1.7526659180338344,3.4048311968262377
484,2,0,1.5,11,1.1943658679214957,0.5877564320514771
485,2,0,2.5,11,1.1619180946348828,1.1429861744376908
486,2,0,3.5,11,1.2998545442181897,1.0876237550948529
487,2,0,4.5,11,1.8249138082015544,2.3873736685742446
488,2,0,5.5,11,1.7219854711396978,2.4762283412378228
489,2,0,6.5,11,1.9747341259076827,2.9543596847968945
490,2,0,7.5,11,3.672987632785661,3.0844413741775183
491,2,0,8.5,11,5.548211130328054,3.027943929695353
492,2,0,9.5,11,4.615712119178275,2.696934317166989
493,2,0,10.5,11,5.620434566928847,2.5250886007266886
494,2,0,11.5,11,5.188591442984431,2.093205615038603
495,2,1,1.5,11,0.5566194217344674,1.586750744718366
496,2,1,2.5,11,1.0912329217552172,2.1038497496734965
497,2,1,3.5,11,1.45402291690774,1.64937804213592
498,2,1,4.5,11,2.355414298561992,1.7880601633182711
499,2,1,5.5,11,2.083460219793796,2.080311328325516
500,2,1,6.5,11,2.167624938607822,2.6926885129700247
501,2,1,7.5,11,2.7323962184491823,3.324683735420654
502,2,1,8.5,11,3.0462870399089668,3.6923478029586456
503,2,1,9.5,11,4.027579578841035,2.7844657985603107
504,2,1,10.5,11,4.265550593814744,1.5935208976268769
505,2,1,11.5,11,5.880971825281449,1.406544421758272
506,2,0,1.5,12,4.164462040965137,1.446007882510375
507,2,0,2.5,12,4.314931752917899,1.5788289942131697
508,2,0,3.5,12,0.0004882812500191,2.5323739811503816
509,2,0,4.5,12,0.8996727163295781,2.919746634594741
510,2,0,5.5,12,1.3263297650701384,3.164847279156464
511,2,0,6.5,12,2.631958234131824,3.734222335006119
512,2,0,7.5,12,5.086582232465023,2.558705654449579
513,2,0,8.5,12,3.9841300423065,2.774215206017961
514,2,0,9.5,12,6.668835639013854,3.018709947525616
515,2,0,10.5,12,0.0446014453422827,2.3842224424535576
516,2,0,11.5,12,0.4644704307161463,1.4179108976141404
517,2,1,1.5,12,1.3431527865248385,1.6628749252631396
518,2,1,2.5,12,31.999999999984787,2.182803989346348
519,2,1,3.5,12,27.194180758834328,2.0446051515209738
520,2,1,4.5,12,31.99998869531053,2.275292443294151
521,2,1,5.5,12,27.164699158154757,2.970630962539602
522,2,1,6.5,12,4.926389654615307,3.870215672513713
523,2,1,7.5,12,7.524806290675544,4.791918690775482
524,2,1,8.5,12,1.2901021281547853,5.302026952522389
525,2,1,9.5,12,0.0630973581459241,4.222910036586902
526,2,1,10.5,12,4.748977110908012,3.443917474576405
527,2,1,11.5,12,9.884403538336038,3.5053432299810297
528,3,0,1.5,1,0.2429510163303113,1.628170726262033
529,3,0,2.5,1,0.2775804344539218,1.987983532004304
530,3,0,3.5,1,0.3893273822618502,2.319656052402944
531,3,0,4.5,1,0.2032312852956572,2.714864445381424
532,3,0,5.5,1,0.0145269460956012,2.742923668452672
533,3,0,6.5,1,0.0101394423640786,3.314752607345581
534,3,0,7.5,1,0.0647487867497585,3.763926304711236
535,3,0,8.5,1,0.0271473024838264,4.513732445545686
536,3,0,9.5,1,0.6986546264555773,5.2673430919647215
537,3,0,10.5,1,2.7064669505863623,5.530487664043903
538,3,0,11.5,1,2.753222610314484,5.803165679507785
539,3,1,1.5,1,0.5706459923316622,1.3156023101692789
540,3,1,2.5,1,0.7974828022283817,2.4193849609701674
541,3,1,3.5,1,0.5608374498695332,2.5018123748167507
542,3,1,4.5,1,0.3196963642328159,2.802731326256675
543,3,1,5.5,1,0.5227520979988918,3.192108847878196
544,3,1,6.5,1,0.7752436362607295,4.082557459031382
545,3,1,7.5,1,0.200797562240279,4.651731062861322
546,3,1,8.5,1,0.0687552690379935,4.860246593990024
547,3,1,9.5,1,0.5244696129301931,4.970164272379368
548,3,1,10.5,1,0.0416954821061966,3.33571513979993
549,3,1,11.5,1,0.2011209820115984,4.472108614750398
550,3,0,1.5,2,0.7333945228287899,2.784848836955109
551,3,0,2.5,2,0.8591598467151756,2.57906110985921
552,3,0,3.5,2,1.197006821267501,3.07384132245265
553,3,0,4.5,2,4.632465574319578,3.5085850659902995
554,3,0,5.5,2,1.978900267995592,3.796062761423539
555,3,0,6.5,2,3.67691189021025,4.150328168162593
556,3,0,7.5,2,10.987254591725833,4.831768232233384
557,3,0,8.5,2,31.9999999999999,5.614238469224227
558,3,0,9.5,2,31.999999999999204,5.357426643371582
559,3,0,10.5,2,31.99999999986788,6.124762263791315
560,3,0,11.5,2,31.999999992844344,5.895933274299868
561,3,1,1.5,2,4.0780261868667775,3.711778277700597
562,3,1,2.5,2,1.989258851886513,3.787484661621206
563,3,1,3.5,2,0.8433589181741308,3.7938600604732833
564,3,1,4.5,2,3.600954509509998,4.224580950515215
565,3,1,5.5,2,1.0567787184018542,4.720135048323987
566,3,1,6.5,2,2.3710479651295717,4.885804035833904
567,3,1,7.5,2,17.2939441083429,5.254848045110703
568,3,1,8.5,2,31.999999999999996,5.737628907868356
569,3,1,9.5,2,31.99999999995609,5.710148005258469
570,3,1,10.5,2,31.99999999995167,5.647407993193595
571,3,1,11.5,2,12.155877598233625,4.509007684886456
572,3,0,1.5,3,0.0008215535939422,2.519100033904452
573,3,0,2.5,3,0.2242935119463415,3.1146907256748864
574,3,0,3.5,3,0.3690052249925237,3.3852635697117
575,3,0,4.5,3,0.1233626271984956,3.689121415740565
576,3,0,5.5,3,0.0019732713306917,4.890734311377648
577,3,0,6.5,3,0.001295339978009,4.840558077159681
578,3,0,7.5,3,0.0791617077806435,4.502927429535809
579,3,0,8.5,3,0.186596256886556,2.8824646659195423
580,3,0,9.5,3,31.999999999716124,1.783147373709126
581,3,0,10.5,3,0.6010173819254042,1.477706309545923
582,3,0,11.5,3,0.0579119919824324,1.2445726110821678
583,3,1,1.5,3,1.452032894036752,2.2615357897069197
584,3,1,2.5,3,0.7190326504699636,1.8925595936192647
585,3,1,3.5,3,0.735143465307891,2.4131808860586323
586,3,1,4.5,3,0.0561021779918886,2.8583238991824063
587,3,1,5.5,3,0.140105521537852,3.1541028853618736
588,3,1,6.5,3,0.0252586131778191,4.235418765050061
589,3,1,7.5,3,0.187918206205053,3.327047448965811
590,3,1,8.5,3,0.0088802253140754,2.152717707630916
591,3,1,9.5,3,0.0105642114686927,2.320760557545891
592,3,1,10.5,3,0.0042669230379884,2.6503032652231364
593,3,1,11.5,3,0.0027319968156069,3.1475574351523234
594,3,0,1.5,4,0.4288477287944157,0.3668208439286353
595,3,0,2.5,4,0.0230200564713068,0.9629154359983608
596,3,0,3.5,4,0.324224315272634,1.7090162007046528
597,3,0,4.5,4,0.3843188870295578,2.156617718999104
598,3,0,5.5,4,1.072405967839381,2.46256139343732
599,3,0,6.5,4,1.758341950738575,2.537358899008144
600,3,0,7.5,4,10.733941149533962,3.2107723291431154
601,3,0,8.5,4,1.309310710387727,4.500150730443555
602,3,0,9.5,4,1.2717242654499532,5.052386913299561
603,3,0,10.5,4,3.722670563205716,4.105457205038804
604,3,0,11.5,4,5.665601867209876,4.121717141520593
605,3,1,1.5,4,0.5588025689990999,0.9537085601817008
606,3,1,2.5,4,0.1428106561651123,0.8905742461603832
607,3,1,3.5,4,0.4914402499685558,0.8158849754147024
608,3,1,4.5,4,0.4817521809048311,1.60794228799944
609,3,1,5.5,4,0.5448303231023516,2.5382578132533227
610,3,1,6.5,4,0.5607784669735774,4.116351118311286
611,3,1,7.5,4,0.9415938739041952,3.876113213269056
612,3,1,8.5,4,0.1435169120992642,3.3271410083659343
613,3,1,9.5,4,0.0188851254202971,3.038680386514618
614,3,1,10.5,4,0.00048828125,5.579551218284501
615,3,1,11.5,4,0.0174471949890174,5.950196508633888
616,3,0,1.5,5,0.5358919020461212,1.2779124702417082
617,3,0,2.5,5,0.3787074658694175,1.2450171177158291
618,3,0,3.5,5,0.6031635210520797,2.073977608549393
619,3,0,4.5,5,1.4715071155903194,2.743255752850981
620,3,0,5.5,5,0.3973721061252931,3.3887686470904983
621,3,0,6.5,5,0.4988736653316352,3.8108408956816704
622,3,0,7.5,5,0.394155355394042,4.255160322060457
623,3,0,8.5,5,0.8603256398296549,4.414061732211356
624,3,0,9.5,5,1.2944551494328786,4.81761472121529
625,3,0,10.5,5,1.1656355485637242,4.796894261711522
626,3,0,11.5,5,1.0824254425120947,4.614130057137588
627,3,1,1.5,5,0.4843091229666191,0.8871116540805185
628,3,1,2.5,5,0.5412356385493201,1.2012226947818894
629,3,1,3.5,5,0.6751074832703687,1.75420480966568
630,3,1,4.5,5,0.2206918517429731,2.004104952727045
631,3,1,5.5,5,0.6150843030165171,3.140627808868885
632,3,1,6.5,5,0.2645585931577862,3.8197950537388143
633,3,1,7.5,5,0.0425750957569154,4.299798241683415
634,3,1,8.5,5,0.0520649842065819,4.361189828978644
635,3,1,9.5,5,0.1175298264600534,4.326836887995402
636,3,1,10.5,5,0.1585896127246642,3.481350603699684
637,3,1,11.5,5,0.3535113957560076,2.893919772115247
638,3,0,1.5,6,0.4849293000120752,0.7093711335567517
639,3,0,2.5,6,0.814229832637208,0.4412405677670427
640,3,0,3.5,6,0.8285258279691575,0.6683665228337639
641,3,0,4.5,6,1.018585107158155,1.1332421011055809
642,3,0,5.5,6,2.079356491493656,1.93537274679216
643,3,0,6.5,6,1.689644287524797,2.226371354056061
644,3,0,7.5,6,1.4888578040816625,2.3439304801359984
645,3,0,8.5,6,1.4396922387311526,2.299792554568161
646,3,0,9.5,6,1.8729896485467563,2.8207709481639247
647,3,0,10.5,6,2.1839003246380977,3.1965649781688565
648,3,0,11.5,6,2.452515157070841,3.2746166724425096
649,3,1,1.5,6,0.6465678339454135,0.6775135841092159
650,3,1,2.5,6,0.4903451049619834,0.6135660432246288
651,3,1,3.5,6,1.1352780250629615,1.5072240679037003
652,3,1,4.5,6,1.0781554939905833,2.7489352511965537
653,3,1,5.5,6,1.4547042255007574,3.230050426263076
654,3,1,6.5,6,1.855745815004711,3.16357774917896
655,3,1,7.5,6,3.479118290462812,2.874051862529346
656,3,1,8.5,6,4.8184094223927145,3.360609040540808
657,3,1,9.5,6,5.931086257758873,3.8557228446006775
658,3,1,10.5,6,4.668775252430954,4.226266275752675
659,3,1,11.5,6,5.2114846666038295,3.902600084863058
660,3,0,1.5,7,0.5883491726655,2.331721068444577
661,3,0,2.5,7,0.6608322321122994,2.6573602409772974
662,3,0,3.5,7,0.6381398165508431,2.822702895413648
663,3,0,4.5,7,0.4635309669566247,3.307945290890833
664,3,0,5.5,7,0.5040086695812168,3.959581642820124
665,3,0,6.5,7,0.665159128578446,4.524497011433477
666,3,0,7.5,7,0.7167867237222371,5.096379437097689
667,3,0,8.5,7,0.714428777844127,5.773923091399364
668,3,0,9.5,7,1.3924868218966446,6.364696684337797
669,3,0,10.5,7,1.3434964534824,6.137381476324958
670,3,0,11.5,7,0.9766457303304344,5.850645884489402
671,3,1,1.5,7,0.5232848760559714,1.7611856427816417
672,3,1,2.5,7,0.7854919357388885,2.4290477113118247
673,3,1,3.5,7,0.7367994759103395,3.118293607151592
674,3,1,4.5,7,0.5156671097295105,3.755521465355242
675,3,1,5.5,7,0.5338637744520408,4.41122299346371
676,3,1,6.5,7,1.2755019122333255,4.753142416477203
677,3,1,7.5,7,1.5788492605642064,4.768915762666796
678,3,1,8.5,7,1.717776176576168,4.011234407693568
679,3,1,9.5,7,11.199864722367282,2.898808091878891
680,3,1,10.5,7,0.3318747106980019,1.8068463834933937
681,3,1,11.5,7,0.014832338939711,1.7148648031733251
682,3,0,1.5,8,0.2888670469539866,2.8752339987407827
683,3,0,2.5,8,0.3137827822154808,2.710875147487968
684,3,0,3.5,8,0.4109533790816605,2.953681523128161
685,3,0,4.5,8,0.2553547497635172,2.276287915778684
686,3,0,5.5,8,0.320099432883309,2.921922711862458
687,3,0,6.5,8,0.0016354888103476,3.954460958355949
688,3,0,7.5,8,0.3615840008564092,1.9431157685326836
689,3,0,8.5,8,0.5957348334415491,1.7468705512072942
690,3,0,9.5,8,0.7648714341865268,1.7306480329145084
691,3,0,10.5,8,0.1386471847600251,1.3451528899992506
692,3,0,11.5,8,0.5475278581687513,1.706855417953597
693,3,1,1.5,8,0.4659477069536815,3.1699570260660828
694,3,1,2.5,8,0.2454376752485172,2.3799184141541594
695,3,1,3.5,8,0.0004882812500009,3.660548700903454
696,3,1,4.5,8,0.0004882812501511,5.013578881388125
697,3,1,5.5,8,0.0015756074885238,5.378517594704261
698,3,1,6.5,8,0.00048828125,4.379278689100032
699,3,1,7.5,8,0.0004882812500004,2.9275163944731366
700,3,1,8.5,8,0.0005334855821201,2.271393386026224
701,3,1,9.5,8,6.054506929943019,2.345707968429283
702,3,1,10.5,8,0.1080170038661919,2.8015566482036203
703,3,1,11.5,8,0.0004882812740056,3.0561379593737583
704,3,0,1.5,9,0.4549541688665764,2.571305414776744
705,3,0,2.5,9,0.0060718677792964,2.517786907244332
706,3,0,3.5,9,0.5201079933711096,2.8602658689662976
707,3,0,4.5,9,0.0004882812500003,3.801267423071303
708,3,0,5.5,9,0.7505361085709847,3.665173084182399
709,3,0,6.5,9,0.7760699443449858,3.7897978396834553
710,3,0,7.5,9,1.4929163107730654,3.4809404827397445
711,3,0,8.5,9,2.2405094200645634,3.404606891795993
712,3,0,9.5,9,3.308242900433077,3.987949647686698
713,3,0,10.5,9,4.648414514214445,3.917256372315543
714,3,0,11.5,9,3.8355343546046,3.2404829317873176
715,3,1,1.5,9,0.0598353477613618,2.452963540546573
716,3,1,2.5,9,0.1359630492019579,2.910676296046704
717,3,1,3.5,9,0.0043184378511752,3.164168484875413
718,3,1,4.5,9,0.0014390380723846,3.155474349072105
719,3,1,5.5,9,0.0056230654098866,2.299529047599479
720,3,1,6.5,9,0.2940068368762287,2.4189075265700617
721,3,1,7.5,9,0.5841932874888736,2.021283653520402
722,3,1,8.5,9,0.2029916756225206,1.665838971481485
723,3,1,9.5,9,0.5319899354195464,1.9331092469394209
724,3,1,10.5,9,0.7720980500353076,2.16337987691164
725,3,1,11.5,9,0.4490288099314078,2.584834246915214
726,3,0,1.5,10,0.5259531590005506,1.4736452578195458
727,3,0,2.5,10,0.6409852816979732,1.028117013661037
728,3,0,3.5,10,0.3965990767897718,1.3751227143869933
729,3,0,4.5,10,0.0004882812500018,2.152734565886722
730,3,0,5.5,10,0.0009509164707991,2.970290181947791
731,3,0,6.5,10,0.0007560511130984,3.686795327398512
732,3,0,7.5,10,0.0067013661497661,3.5505815179724443
733,3,0,8.5,10,0.7320604047016042,4.0769844462231895
734,3,0,9.5,10,1.3603968022584905,4.450879787787413
735,3,0,10.5,10,2.236843433664484,4.248220438957215
736,3,0,11.5,10,2.775400264561183,3.905460278193156
737,3,1,1.5,10,0.4532829684148367,1.287792534828186
738,3,1,2.5,10,0.5370162258263367,1.582630215854994
739,3,1,3.5,10,0.1466546902425475,1.8234465536863909
740,3,1,4.5,10,0.0517597286357114,2.435082907958697
741,3,1,5.5,10,0.3666842748213212,2.9937838941517443
742,3,1,6.5,10,0.0432068070181872,3.663169239608335
743,3,1,7.5,10,0.163542020247554,4.473571925223628
744,3,1,8.5,10,2.6536228316652486,5.029257501874652
745,3,1,9.5,10,6.531540025800957,4.991614869878262
746,3,1,10.5,10,4.052724963103755,5.226164270849789
747,3,1,11.5,10,6.267800663469911,5.493524291298606
748,3,0,1.5,11,0.6975471409188764,1.0226743920218375
749,3,0,2.5,11,0.659391533369666,1.2206938136032772
750,3,0,3.5,11,1.1271258091740906,1.5879149637235108
751,3,0,4.5,11,1.609738510297594,1.8719610222454728
752,3,0,5.5,11,2.56457766611327,2.224396015157794
753,3,0,6.5,11,13.079098837110504,2.75120865316952
754,3,0,7.5,11,31.9999999998002,3.115968813615687
755,3,0,8.5,11,3.528892356672954,3.1387423501498457
756,3,0,9.5,11,3.264965416272444,3.046536484543158
757,3,0,10.5,11,3.722280615534885,2.6044767931813286
758,3,0,11.5,11,5.262276560111117,2.533988352492452
759,3,1,1.5,11,0.9008242470182768,1.820576312942336
760,3,1,2.5,11,7.669425540728415,2.403012466430664
761,3,1,3.5,11,9.642497875699982,2.417470174470568
762,3,1,4.5,11,3.030894462951183,2.522557214745935
763,3,1,5.5,11,31.9999999999889,2.870618799398112
764,3,1,6.5,11,2.0619770314882966,3.139845628848021
765,3,1,7.5,11,2.38978530915986,3.615190730538479
766,3,1,8.5,11,4.938110974132832,3.95878062813969
767,3,1,9.5,11,4.220580553398478,4.050131946802139
768,3,1,10.5,11,4.89061038811744,3.803519079318413
769,3,1,11.5,11,5.737307728401267,3.4732873933068635
770,3,0,1.5,12,20.791995211204387,2.8286632950278534
771,3,0,2.5,12,0.4312683090440579,2.58397267804696
772,3,0,3.5,12,1.240467365895939,2.833588448391385
773,3,0,4.5,12,0.0020843945256021,4.317241145276475
774,3,0,5.5,12,0.0081376352889678,4.937498853176455
775,3,0,6.5,12,0.0257335403090975,4.83135085966852
776,3,0,7.5,12,31.999999999997293,6.081675887107849
777,3,0,8.5,12,1.3223091115953751,7.25541026417802
778,3,0,9.5,12,0.977546152540502,6.906614952046295
779,3,0,10.5,12,1.1045967182323146,6.927088093426493
780,3,0,11.5,12,0.5550629677599405,6.059936127728886
781,3,1,1.5,12,6.02170805376607,1.9188084896457824
782,3,1,2.5,12,23.24609544276383,2.418166638409943
783,3,1,3.5,12,23.14721845854444,2.507586395980528
784,3,1,4.5,12,27.0865616461429,3.222933757812419
785,3,1,5.5,12,31.999999999999996,3.5891987250401423
786,3,1,6.5,12,31.999999999783512,3.933130333973811
787,3,1,7.5,12,11.958617187625045,4.173884001271478
788,3,1,8.5,12,31.999999999993072,4.32346316746303
789,3,1,9.5,12,31.999999999995943,4.935555435890375
790,3,1,10.5,12,31.999999999999996,4.8007893001332
791,3,1,11.5,12,31.9999999999985,4.8802790388147885
792,4,0,1.5,1,0.0457411954238949,6.878682026496301
793,4,0,2.5,1,0.0086156293167056,8.016906004060399
794,4,0,3.5,1,0.0004882812501244,8.184191973313041
795,4,0,4.5,1,0.00048828125,6.656229238510132
796,4,0,5.5,1,0.0101123559108769,6.001563873291016
797,4,0,6.5,1,0.0518503189516997,6.175332350390298
798,4,0,7.5,1,0.091120517749857,5.412046579214243
799,4,0,8.5,1,0.0015125763028045,6.159160677591959
800,4,0,9.5,1,0.0022592513571227,6.146887493133545
801,4,0,10.5,1,0.1452969978637054,6.666533529758453
802,4,0,11.5,1,0.1106177322340501,6.662788814968533
803,4,1,1.5,1,0.1747509068108491,5.74407289172179
804,4,1,2.5,1,0.3070548310734144,6.876973113923703
805,4,1,3.5,1,0.4673647834738857,7.076215974158711
806,4,1,4.5,1,0.4356745167920698,7.9929326869346
807,4,1,5.5,1,0.2988071144329542,7.239348911103749
808,4,1,6.5,1,0.1973102548538887,8.059283299879594
809,4,1,7.5,1,0.0089211107675176,8.648845130747015
810,4,1,8.5,1,12.851857107766811,8.346908430258432
811,4,1,9.5,1,8.081718964696293,9.289024949073792
812,4,1,10.5,1,2.073471225124938,9.396084841559915
813,4,1,11.5,1,0.0155359006080047,9.476599043065852
814,4,0,1.5,2,0.3931268505703936,3.5420635801846863
815,4,0,2.5,2,0.0078112843809062,5.345235070963016
816,4,0,3.5,2,0.0023127016358056,6.738190001911587
817,4,0,4.5,2,0.000488281429992,7.123290475209554
818,4,0,5.5,2,0.00048828125,6.7666135515485495
819,4,0,6.5,2,0.0005477855027689,7.071720049931453
820,4,0,7.5,2,0.0050103449629981,7.651101311047872
821,4,0,8.5,2,0.0553604116620285,8.23965072631836
822,4,0,9.5,2,0.0540318635345657,7.224132061004639
823,4,0,10.5,2,0.0045414895322019,9.858543078104654
824,4,0,11.5,2,7.902200995399056,9.628971767425536
825,4,1,1.5,2,0.4283219818929187,3.8823214707275233
826,4,1,2.5,2,0.0022986514910448,4.834339435998496
827,4,1,3.5,2,0.0711903383347275,4.078508563475175
828,4,1,4.5,2,0.1927834417597769,4.179356929732532
829,4,1,5.5,2,0.0036369329191031,4.534276526314872
830,4,1,6.5,2,0.0004882812500805,4.84052852962328
831,4,1,7.5,2,0.0012967774546953,5.0697571516036986
832,4,1,8.5,2,0.0076878044117888,5.215090560913086
833,4,1,9.5,2,0.0613062438371917,5.164222002029419
834,4,1,10.5,2,0.0332494920833826,5.342262268066406
835,4,1,11.5,2,0.0345192707573153,5.3157800568474665
836,4,0,1.5,3,1.072395085832386,5.176759360414563
837,4,0,2.5,3,0.0061860084842141,7.182726730619158
838,4,0,3.5,3,0.0103154950534309,8.035292972217906
839,4,0,4.5,3,1.4480497445974774,8.360404346300209
840,4,0,5.5,3,4.358531003724121,8.88216978708903
841,4,0,6.5,3,3.252563553724859,8.358584920565287
842,4,0,7.5,3,4.978982259485132,8.49306583404541
843,4,0,8.5,3,13.9301031330966,8.859837114810944
844,4,0,9.5,3,7.226092935628864,8.964487632115683
845,4,0,10.5,3,10.167359402780956,8.004513502120972
846,4,0,11.5,3,15.021382943808836,8.768983840942383
847,4,1,1.5,3,31.99999999988647,3.0549542854229608
848,4,1,2.5,3,2.19052400207555,2.9265570028408154
849,4,1,3.5,3,3.2452176750095605,3.6659742309933616
850,4,1,4.5,3,0.268683490481659,4.718588146670111
851,4,1,5.5,3,0.0592596208876506,4.856583576202393
852,4,1,6.5,3,0.087048877009612,5.225588154792786
853,4,1,7.5,3,0.0976241996686223,5.745793404786483
854,4,1,8.5,3,0.4480349962783426,6.350326674325125
855,4,1,9.5,3,1.8979088020074424,6.543230207342851
856,4,1,10.5,3,7.024838359865756,7.125198432377407
857,4,1,11.5,3,31.999999996802785,7.231361755957971
858,4,0,1.5,4,0.5241185682517859,3.977248275279999
859,4,0,2.5,4,0.4286639921012147,5.0406513292834445
860,4,0,3.5,4,1.0987971165312436,5.886703400998502
861,4,0,4.5,4,2.8947260627382003,6.048886201598427
862,4,0,5.5,4,1.925672091931196,6.569160408443874
863,4,0,6.5,4,0.7024019162097294,6.449286029452369
864,4,0,7.5,4,0.6955289618138712,5.948463439941406
865,4,0,8.5,4,0.000488281250084,7.43895149230957
866,4,0,9.5,4,0.0013880610965806,4.843202908833821
867,4,0,10.5,4,0.0004882812500003,6.183516704119169
868,4,0,11.5,4,0.0015852118253246,5.052482329882109
869,4,1,1.5,4,0.4126390987408507,2.364050742779069
870,4,1,2.5,4,0.7108892868813103,3.135120325966885
871,4,1,3.5,4,0.0045730271324738,3.730546484122405
872,4,1,4.5,4,0.0214525824615598,3.979722971717517
873,4,1,5.5,4,0.0007371697999349,4.395333111286163
874,4,1,6.5,4,0.0004882812500014,4.862858423819909
875,4,1,7.5,4,0.0004882812500014,5.216624505179269
876,4,1,8.5,4,0.00048828125,5.9722305380779765
877,4,1,9.5,4,0.0004882812500223,5.96920552620521
878,4,1,10.5,4,0.0004882812500156,6.20306656910823
879,4,1,11.5,4,0.000488281250013,6.506909203529358
880,4,0,1.5,5,0.2213446819114891,1.4719759145779396
881,4,0,2.5,5,0.3941663790943067,2.8493811174018964
882,4,0,3.5,5,0.3950661774159782,3.158189930915833
883,4,0,4.5,5,0.1216490121171866,3.7625619814946094
884,4,0,5.5,5,0.0056049757133151,4.133226811885834
885,4,0,6.5,5,0.0023904904855692,4.654195858882024
886,4,0,7.5,5,0.0100277103514098,5.169751114315456
887,4,0,8.5,5,0.0008420761063047,5.181551814079285
888,4,0,9.5,5,0.0197568289395324,5.523224898747036
889,4,0,10.5,5,0.0169620281314973,5.641080300013225
890,4,0,11.5,5,0.9953666411722056,5.77200190226237
891,4,1,1.5,5,0.6250895572181494,1.6252023895499124
892,4,1,2.5,5,0.5647401011531601,1.9956621109882249
893,4,1,3.5,5,1.3193441453308326,1.4798908419907093
894,4,1,4.5,5,0.6960894954538392,1.587656176586946
895,4,1,5.5,5,1.5953824891832946,2.174677149738584
896,4,1,6.5,5,0.7173751426616771,3.5750604550043743
897,4,1,7.5,5,0.0412981897281363,3.7129002759854
898,4,1,8.5,5,0.00048828125,4.136743134922451
899,4,1,9.5,5,0.0053911799410381,4.443360462784767
900,4,1,10.5,5,0.0199856555890131,4.571872067451477
901,4,1,11.5,5,0.0600368539847558,5.211607800589667
902,4,0,1.5,6,31.999999999954,2.2384597278410387
903,4,0,2.5,6,0.647721341300122,2.6589441426319653
904,4,0,3.5,6,1.0045858596512098,2.319566073682573
905,4,0,4.5,6,1.4452699763282195,2.562319375373222
906,4,0,5.5,6,1.4766517723965482,2.6436993294748765
907,4,0,6.5,6,0.827405726133463,3.1465389728546143
908,4,0,7.5,6,0.0665088782133039,3.6700071692466736
909,4,0,8.5,6,0.2032708624792615,3.691513359546661
910,4,0,9.5,6,1.183407995130299,3.967915892601013
911,4,0,10.5,6,1.930345137724362,4.108782026502821
912,4,0,11.5,6,0.0109489169108697,3.771952629089356
913,4,1,1.5,6,0.7481186342072552,2.6548833315090468
914,4,1,2.5,6,1.0289072712420937,4.041591749278777
915,4,1,3.5,6,0.4615931355328958,3.385592033988551
916,4,1,4.5,6,0.6187879216160412,3.867232125146048
917,4,1,5.5,6,0.9577928940661098,3.451722187655313
918,4,1,6.5,6,1.742449540662563,3.529587255583869
919,4,1,7.5,6,5.340067817184772,3.603944227099418
920,4,1,8.5,6,5.083435245839201,3.7434421330690384
921,4,1,9.5,6,2.558023241265832,3.70511402686437
922,4,1,10.5,6,4.224741843198531,3.875989007949829
923,4,1,11.5,6,5.245010496111749,4.0863697699138095
924,4,0,1.5,7,0.1464674273464847,7.500312450553189
925,4,0,2.5,7,0.2073572406849158,6.3495390077432
926,4,0,3.5,7,0.2292326764735687,6.464424702429002
927,4,0,4.5,7,0.001149941551316,7.317824588102453
928,4,0,5.5,7,0.0337471935981869,8.011742796216692
929,4,0,6.5,7,0.0012013225456784,7.818359228280874
930,4,0,7.5,7,0.0008069155871689,8.675541704351252
931,4,0,8.5,7,0.0012226054096878,9.544249439239502
932,4,0,9.5,7,0.0037032453234447,9.37599754333496
933,4,0,10.5,7,0.0038314729848567,9.217073321342468
934,4,0,11.5,7,0.0014301929798369,9.975464344024658
935,4,1,1.5,7,0.339292229794538,4.39349790913624
936,4,1,2.5,7,0.3172827042161371,4.549914159272847
937,4,1,3.5,7,0.2062485032604222,5.697418931991823
938,4,1,4.5,7,0.0004882812500016,6.1255102297839
939,4,1,5.5,7,0.0005474531954304,6.383862200905295
940,4,1,6.5,7,0.0013625287311317,6.888371825218201
941,4,1,7.5,7,0.0136061326601763,7.2424386522986675
942,4,1,8.5,7,0.0147755364546615,6.329241163590375
943,4,1,9.5,7,0.0041551937510343,6.754781246185303
944,4,1,10.5,7,0.0046128161174378,6.889427954150785
945,4,1,11.5,7,0.0017883380477213,6.933832749076512
946,4,0,1.5,8,0.2350272602748404,5.015929207435021
947,4,0,2.5,8,0.067604718653532,4.690999983108207
948,4,0,3.5,8,0.0036392625395547,4.675703851381938
949,4,0,4.5,8,0.0579636789001881,4.614879906177521
950,4,0,5.5,8,0.0185361384571436,5.226177087196937
951,4,0,6.5,8,0.0004882812500006,4.236173086696201
952,4,0,7.5,8,0.000488281250033,3.8075894467970905
953,4,0,8.5,8,0.0004882812500002,4.000787827703688
