voxel,eccen,stimulus_superclass,preferred_period,tuning_curve_bandwidth,inf_warning,side,subj,varea,angle,gml_r2,sigma
44,1.56088066101074,radial,0.388508113959008,6.67323011138315,False,0,1,10,4.92759819583615,27.235859,11.2891063690186
44,1.56088066101074,reverse spiral,0.917420763360364,11.3982279645593,False,0,1,10,4.92759819583615,27.235859,11.2891063690186
45,1.69613361358643,angular,12.6323346976881,20.7792334745334,False,0,1,10,4.89348927747701,34.587364,11.4289779663086
45,1.69613361358643,forward spiral,1.10317534244842,13.1102341113234,False,0,1,10,4.89348927747701,34.587364,11.4289779663086
45,1.69613361358643,radial,0.42310220521764,6.83922797426581,False,0,1,10,4.89348927747701,34.587364,11.4289779663086
45,1.69613361358643,reverse spiral,0.566572843820847,9.47023098124345,False,0,1,10,4.89348927747701,34.587364,11.4289779663086
46,1.30241310596466,angular,2.79816570302718,14.1922326595518,False,0,1,10,4.87711413243488,22.2691,10.9072847366333
46,1.30241310596466,forward spiral,0.644084650853705,7.49522712809479,False,0,1,10,4.87711413243488,22.2691,10.9072847366333
46,1.30241310596466,radial,0.319411994576129,6.42622950819672,False,0,1,10,4.87711413243488,22.2691,10.9072847366333
46,1.30241310596466,reverse spiral,1.78690865538018,13.5002327626338,False,0,1,10,4.87711413243488,22.2691,10.9072847366333
47,1.03929460048676,angular,0.754410810841671,9.24422546891388,False,0,1,10,4.88543418057542,21.383608,10.0363702774048
47,1.03929460048676,forward spiral,0.527686044198942,7.62722433012735,False,0,1,10,4.88543418057542,21.383608,10.0363702774048
47,1.03929460048676,radial,0.283495191069171,5.84522481633909,False,0,1,10,4.88543418057542,21.383608,10.0363702774048
47,1.03929460048676,reverse spiral,1.79584025505416,13.5762340730013,False,0,1,10,4.88543418057542,21.383608,10.0363702774048
48,3.21754240989685,angular,0.297878563182211,6.04322382310456,False,0,1,10,5.08840492246121,5.608267,8.36994171142578
48,3.21754240989685,forward spiral,0.556090455610836,8.43022784399578,False,0,1,10,5.08840492246121,5.608267,8.36994171142578
48,3.21754240989685,radial,0.303656579200212,4.72822515357874,False,0,1,10,5.08840492246121,5.608267,8.36994171142578
48,3.21754240989685,reverse spiral,0.473314696241043,4.7672166916678,False,0,1,10,5.08840492246121,5.608267,8.36994171142578
49,3.39579463005066,angular,0.256954010508647,5.4022250927122,False,0,1,10,5.12721177349654,3.9104164,8.019775390625
49,3.39579463005066,forward spiral,0.560814737670174,7.65722521250625,False,0,1,10,5.12721177349654,3.9104164,8.019775390625
49,3.39579463005066,radial,0.388616323920182,3.70821813047826,False,0,1,10,5.12721177349654,3.9104164,8.019775390625
49,3.39579463005066,reverse spiral,0.523982186367261,4.62023101155058,False,0,1,10,5.12721177349654,3.9104164,8.019775390625
50,3.77417898178101,angular,0.65137081402968,0.297099033011004,False,0,1,10,5.21545774674519,0.7923484,7.4862117767334
50,3.77417898178101,forward spiral,1.42954439024956,0.192192192192192,False,0,1,10,5.21545774674519,0.7923484,7.4862117767334
50,3.77417898178101,radial,0.015438345169451,0.0840420210105055,False,0,1,10,5.21545774674519,0.7923484,7.4862117767334
50,3.77417898178101,reverse spiral,1.04226345163719,0.112056028014007,False,0,1,10,5.21545774674519,0.7923484,7.4862117767334
51,4.02042245864868,angular,0.171453612681637,0.285095031677226,False,0,1,10,5.37006653185482,1.2441635,7.19268894195557
51,4.02042245864868,forward spiral,0.227644344622809,0.0280280280280278,False,0,1,10,5.37006653185482,1.2441635,7.19268894195557
51,4.02042245864868,radial,4.54106219750226,0.03003003003003,False,0,1,10,5.37006653185482,1.2441635,7.19268894195557
51,4.02042245864868,reverse spiral,3.09892874639741,0.187093546773387,False,0,1,10,5.37006653185482,1.2441635,7.19268894195557
52,4.2942361831665,angular,0.73896991918314,1.13422684536907,False,0,1,10,5.52604081952387,2.2159219,6.43329334259033
52,4.2942361831665,forward spiral,0.980329765516115,3.14222444460319,False,0,1,10,5.52604081952387,2.2159219,6.43329334259033
52,4.2942361831665,radial,1.90210558146378,3.5882242640165,False,0,1,10,5.52604081952387,2.2159219,6.43329334259033
52,4.2942361831665,reverse spiral,1.66778666021231,2.77521347795984,False,0,1,10,5.52604081952387,2.2159219,6.43329334259033
53,2.75305390357971,angular,0.422952152415887,8.83822662119541,False,0,1,10,5.07073361691653,14.415926,8.06913471221924
53,2.75305390357971,forward spiral,0.38030516777455,12.6562301132748,False,0,1,10,5.07073361691653,14.415926,8.06913471221924
53,2.75305390357971,radial,0.298129029336578,6.54722576640574,False,0,1,10,5.07073361691653,14.415926,8.06913471221924
53,2.75305390357971,reverse spiral,0.390159246892313,5.25122831427453,False,0,1,10,5.07073361691653,14.415926,8.06913471221924
54,2.96125602722168,angular,0.305729336365505,5.99722211933775,False,0,1,10,5.12854927957501,5.7157636,8.04350852966309
54,2.96125602722168,forward spiral,0.492161079963673,6.50723240115718,False,0,1,10,5.12854927957501,5.7157636,8.04350852966309
54,2.96125602722168,radial,0.296228025024073,4.82522977284633,False,0,1,10,5.12854927957501,5.7157636,8.04350852966309
54,2.96125602722168,reverse spiral,0.4491807026434,4.09822767931552,False,0,1,10,5.12854927957501,5.7157636,8.04350852966309
55,3.2832236289978,angular,0.23645074435833,4.71822467736559,False,0,1,10,5.24261649709425,2.9568136,8.09629440307617
55,3.2832236289978,forward spiral,0.484854460627006,4.00822267903772,False,0,1,10,5.24261649709425,2.9568136,8.09629440307617
55,3.2832236289978,radial,0.483130302004565,3.07321951567969,False,0,1,10,5.24261649709425,2.9568136,8.09629440307617
55,3.2832236289978,reverse spiral,0.640900872860747,3.51721982623914,False,0,1,10,5.24261649709425,2.9568136,8.09629440307617
56,3.34651613235474,angular,0.652403105476857,0.171171171171171,False,0,1,10,5.43730748779574,1.0765791,7.87609338760376
56,3.34651613235474,forward spiral,1.43127577571433,0.036036036036036,False,0,1,10,5.43730748779574,1.0765791,7.87609338760376
56,3.34651613235474,radial,0.65560666204588,0.175175175175175,False,0,1,10,5.43730748779574,1.0765791,7.87609338760376
56,3.34651613235474,reverse spiral,1.07359636639254,0.312156078039019,False,0,1,10,5.43730748779574,1.0765791,7.87609338760376
57,3.60974836349487,angular,23.4747651200042,0.0510510510510507,False,0,1,10,5.61953761433577,1.3138771,6.98134422302246
57,3.60974836349487,forward spiral,2.33281934844677,0.145072536268134,False,0,1,10,5.61953761433577,1.3138771,6.98134422302246
57,3.60974836349487,radial,1.73659529067141,2.45520460038337,False,0,1,10,5.61953761433577,1.3138771,6.98134422302246
57,3.60974836349487,reverse spiral,1.11154259278254,0.892178435687138,False,0,1,10,5.61953761433577,1.3138771,6.98134422302246
58,4.18166303634644,angular,0.620711436807165,4.60621934377827,False,0,1,10,5.7482029826598,2.163875,6.42863321304321
58,4.18166303634644,forward spiral,1.73095318378951,5.41622567606984,False,0,1,10,5.7482029826598,2.163875,6.42863321304321
58,4.18166303634644,radial,2.38012750753277,5.06322014000609,False,0,1,10,5.7482029826598,2.163875,6.42863321304321
58,4.18166303634644,reverse spiral,1.69299730974086,2.29420856441495,False,0,1,10,5.7482029826598,2.163875,6.42863321304321
59,5.14397573471069,angular,21.530114920454,23.5482331508233,False,0,1,10,5.87181147412695,8.370572,7.15322542190552
59,5.14397573471069,forward spiral,4.73235024240609,9.23023075576889,False,0,1,10,5.87181147412695,8.370572,7.15322542190552
59,5.14397573471069,radial,2.50124976925424,6.0362235638357,False,0,1,10,5.87181147412695,8.370572,7.15322542190552
60,6.24929189682007,radial,2.68907643260061,6.45522259388255,False,0,1,10,5.9717043829289,13.940346,9.65639495849609
61,7.31134366989136,angular,7.49610513030621,8.68722861127925,False,0,1,10,6.1359994511078,11.832417,11.3859453201294
