voxel,eccen,stimulus_superclass,preferred_period,tuning_curve_bandwidth,inf_warning,side,subj,varea,angle,gml_r2,sigma
0,1.03673899173737,angular,0.412214281837908,3.90221678982166,False,0,1,9,1.36755878610215,7.9627094,10.3500537872314
0,1.03673899173737,forward spiral,0.274847528564698,17.0682306517656,False,0,1,9,1.36755878610215,7.9627094,10.3500537872314
0,1.03673899173737,radial,0.101191685495488,0.70017504376094,False,0,1,9,1.36755878610215,7.9627094,10.3500537872314
0,1.03673899173737,reverse spiral,0.0288281963526169,10.2172322098229,False,0,1,9,1.36755878610215,7.9627094,10.3500537872314
1,1.14777266979218,angular,0.954088832115204,4.8782217373517,False,0,1,9,1.03858195875408,11.292916,10.3500537872314
1,1.14777266979218,forward spiral,0.483267008782905,3.33520845052816,False,0,1,9,1.03858195875408,11.292916,10.3500537872314
1,1.14777266979218,radial,0.315721864228528,0.216108054027013,False,0,1,9,1.03858195875408,11.292916,10.3500537872314
1,1.14777266979218,reverse spiral,0.0227825284351497,23.5482331508233,False,0,1,9,1.03858195875408,11.292916,10.3500537872314
2,1.30199360847473,angular,1.24922760643504,5.94322858571484,False,0,1,9,1.22427565944982,13.613957,10.3500537872314
2,1.30199360847473,forward spiral,0.578605307306957,4.732225344064,False,0,1,9,1.22427565944982,13.613957,10.3500537872314
2,1.30199360847473,radial,0.345629457876316,0.176176176176176,False,0,1,9,1.22427565944982,13.613957,10.3500537872314
2,1.30199360847473,reverse spiral,0.139248360317686,12.1352333698725,False,0,1,9,1.22427565944982,13.613957,10.3500537872314
3,1.07120132446289,angular,0.725865216230205,4.79822848707081,False,0,1,9,1.07911047685513,12.197578,10.3500537872314
3,1.07120132446289,forward spiral,0.430178554217843,4.06522584588033,False,0,1,9,1.07911047685513,12.197578,10.3500537872314
3,1.07120132446289,radial,0.287468364788484,0.15807903951976,False,0,1,9,1.07911047685513,12.197578,10.3500537872314
3,1.07120132446289,reverse spiral,0.000488281250000001,23.5472354723547,False,0,1,9,1.07911047685513,12.197578,10.3500537872314
4,1.14577209949493,angular,1.17599028758954,6.57322666298838,False,0,1,9,1.26266139813779,12.411756,10.3500537872314
4,1.14577209949493,forward spiral,0.456249738513802,5.07623073776081,False,0,1,9,1.26266139813779,12.411756,10.3500537872314
4,1.14577209949493,radial,0.310578526296727,0.16808404202101,False,0,1,9,1.26266139813779,12.411756,10.3500537872314
4,1.14577209949493,reverse spiral,0.000488281251341797,20.3612313776293,False,0,1,9,1.26266139813779,12.411756,10.3500537872314
5,1.09011602401733,angular,0.555290397478437,4.98222646483931,False,0,1,9,1.36096639713977,11.034006,10.3500537872314
5,1.09011602401733,forward spiral,0.427758289332658,9.06922673066827,False,0,1,9,1.36096639713977,11.034006,10.3500537872314
5,1.09011602401733,radial,0.105101514006047,0.690172543135784,False,0,1,9,1.36096639713977,11.034006,10.3500537872314
5,1.09011602401733,reverse spiral,0.000488281250001427,18.4072300903761,False,0,1,9,1.36096639713977,11.034006,10.3500537872314
