voxel,eccen,stimulus_superclass,preferred_period,tuning_curve_bandwidth,inf_warning,side,subj,varea,angle,gml_r2,sigma
0,1.68348038196564,angular,6.95998868425985,23.5482331508233,False,0,1,7,6.10605846307842,28.886621,5.71555995941162
0,1.68348038196564,forward spiral,1.04007093371933,23.5482331508233,False,0,1,7,6.10605846307842,28.886621,5.71555995941162
0,1.68348038196564,radial,24.0630939207053,23.5482331508233,False,0,1,7,6.10605846307842,28.886621,5.71555995941162
0,1.68348038196564,reverse spiral,15.394312895348,23.5482331508233,False,0,1,7,6.10605846307842,28.886621,5.71555995941162
1,1.74042570590973,angular,4.72802059448084,23.5482331508233,False,0,1,7,6.04902780044075,25.457584,5.98168992996216
1,1.74042570590973,forward spiral,0.0643429030844863,23.5482331508233,False,0,1,7,6.04902780044075,25.457584,5.98168992996216
1,1.74042570590973,radial,12.3726676068459,23.5482331508233,False,0,1,7,6.04902780044075,25.457584,5.98168992996216
1,1.74042570590973,reverse spiral,9.54716161822119,23.5482331508233,False,0,1,7,6.04902780044075,25.457584,5.98168992996216
2,1.51482260227203,angular,7.55466634910071,23.5482331508233,False,0,1,7,5.8628371538856,30.554056,5.38688135147095
2,1.51482260227203,forward spiral,4.02123564621402,23.5482331508233,False,0,1,7,5.8628371538856,30.554056,5.38688135147095
2,1.51482260227203,reverse spiral,25.7965507008391,23.5482331508233,False,0,1,7,5.8628371538856,30.554056,5.38688135147095
3,1.64510369300842,angular,5.56615399579552,23.5482331508233,False,0,1,7,5.91088816995974,26.559937,5.76345348358154
3,1.64510369300842,forward spiral,0.294374581748904,23.5482331508233,False,0,1,7,5.91088816995974,26.559937,5.76345348358154
4,1.41325509548187,angular,1.84396349659782,23.5482331508233,False,0,1,7,5.60368281768112,34.528286,4.87475442886353
4,1.41325509548187,forward spiral,0.795577379570559,23.5482331508233,False,0,1,7,5.60368281768112,34.528286,4.87475442886353
4,1.41325509548187,radial,5.4567566666928,23.5482331508233,False,0,1,7,5.60368281768112,34.528286,4.87475442886353
