voxel,eccen,stimulus_superclass,preferred_period,tuning_curve_bandwidth,inf_warning,side,subj,varea,angle,gml_r2,sigma
0,1.25308740139008,angular,1.21855663524003,23.5482331508233,False,0,1,8,5.0628843823672,30.330462,6.83487033843994
0,1.25308740139008,forward spiral,0.595681333597627,13.0442329327309,False,0,1,8,5.0628843823672,30.330462,6.83487033843994
0,1.25308740139008,radial,0.269705997069595,13.0042322184325,False,0,1,8,5.0628843823672,30.330462,6.83487033843994
0,1.25308740139008,reverse spiral,6.83966684713952,23.5482331508233,False,0,1,8,5.0628843823672,30.330462,6.83487033843994
1,1.22742748260498,angular,0.697181214595159,12.4322345704636,False,0,1,8,5.25773130115051,40.21596,7.25403547286987
1,1.22742748260498,forward spiral,1.51514473354961,16.0082320033624,False,0,1,8,5.25773130115051,40.21596,7.25403547286987
1,1.22742748260498,radial,0.30954617225187,12.7792323496791,False,0,1,8,5.25773130115051,40.21596,7.25403547286987
1,1.22742748260498,reverse spiral,12.5332785499126,23.5482331508233,False,0,1,8,5.25773130115051,40.21596,7.25403547286987
2,1.05947542190552,angular,0.0535747439560517,23.5482331508233,False,0,1,8,4.8982829507944,53.61693,3.7862024307251
2,1.05947542190552,forward spiral,1.0826532529416,23.5482331508233,False,0,1,8,4.8982829507944,53.61693,3.7862024307251
2,1.05947542190552,radial,0.50656672807033,23.5482331508233,False,0,1,8,4.8982829507944,53.61693,3.7862024307251
2,1.05947542190552,reverse spiral,2.80457367412708,23.5482331508233,False,0,1,8,4.8982829507944,53.61693,3.7862024307251
3,1.14516842365265,angular,0.0538756559776248,23.5482331508233,False,0,1,8,4.9526509849742,41.447002,4.73702144622803
3,1.14516842365265,forward spiral,0.457753724865996,23.5482331508233,False,0,1,8,4.9526509849742,41.447002,4.73702144622803
3,1.14516842365265,radial,0.513088408405724,23.5482331508233,False,0,1,8,4.9526509849742,41.447002,4.73702144622803
3,1.14516842365265,reverse spiral,3.22073572005364,23.5482331508233,False,0,1,8,4.9526509849742,41.447002,4.73702144622803
4,1.1498429775238,angular,0.549760482972778,19.0372321613678,False,0,1,8,5.23309496382792,45.033752,6.32526540756226
4,1.1498429775238,forward spiral,4.18263284244243,23.5482331508233,False,0,1,8,5.23309496382792,45.033752,6.32526540756226
4,1.1498429775238,radial,0.523160246447725,19.0512323321016,False,0,1,8,5.23309496382792,45.033752,6.32526540756226
4,1.1498429775238,reverse spiral,5.67668039888037,23.5482331508233,False,0,1,8,5.23309496382792,45.033752,6.32526540756226
5,1.17000496387482,angular,0.624763868823813,13.7802335632807,False,0,1,8,5.32891869564228,49.066948,7.06061935424805
5,1.17000496387482,forward spiral,6.43718856360436,22.3322326274232,False,0,1,8,5.32891869564228,49.066948,7.06061935424805
5,1.17000496387482,radial,0.355369309075778,15.4122300332841,False,0,1,8,5.32891869564228,49.066948,7.06061935424805
5,1.17000496387482,reverse spiral,11.4187334869599,23.5482331508233,False,0,1,8,5.32891869564228,49.066948,7.06061935424805
6,1.02909028530121,angular,0.0754581695946127,23.5482331508233,False,0,1,8,5.23173272364083,45.857548,5.17099666595459
6,1.02909028530121,forward spiral,0.500826695995922,23.5482331508233,False,0,1,8,5.23173272364083,45.857548,5.17099666595459
6,1.02909028530121,radial,0.724860622716154,23.5482331508233,False,0,1,8,5.23173272364083,45.857548,5.17099666595459
6,1.02909028530121,reverse spiral,1.97406185047529,23.5482331508233,False,0,1,8,5.23173272364083,45.857548,5.17099666595459
7,1.08312475681305,angular,0.361950922712701,20.1242313130036,False,0,1,8,5.33161188387365,51.72875,5.86796903610229
7,1.08312475681305,forward spiral,3.00343408103516,23.5482331508233,False,0,1,8,5.33161188387365,51.72875,5.86796903610229
7,1.08312475681305,radial,0.970604656598637,23.5482331508233,False,0,1,8,5.33161188387365,51.72875,5.86796903610229
7,1.08312475681305,reverse spiral,5.18284748485134,23.5482331508233,False,0,1,8,5.33161188387365,51.72875,5.86796903610229
8,1.77206981182098,angular,1.41242989192188,16.0992333222221,False,0,1,8,4.92651788453996,14.677506,8.63900089263916
8,1.77206981182098,radial,0.361609831959886,6.09822586021704,False,0,1,8,4.92651788453996,14.677506,8.63900089263916
8,1.77206981182098,reverse spiral,1.08936018555759,11.7762309064884,False,0,1,8,4.92651788453996,14.677506,8.63900089263916
9,1.59940183162689,angular,0.772443661701557,15.0702318497208,False,0,1,8,5.14510219061991,26.775276,8.63900089263916
9,1.59940183162689,forward spiral,7.83143870471676,23.5482331508233,False,0,1,8,5.14510219061991,26.775276,8.63900089263916
9,1.59940183162689,radial,0.322260367024682,7.53722840086063,False,0,1,8,5.14510219061991,26.775276,8.63900089263916
9,1.59940183162689,reverse spiral,28.5245747391865,23.5482331508233,False,0,1,8,5.14510219061991,26.775276,8.63900089263916
10,1.45162546634674,angular,0.547564420986187,14.0692306431253,False,0,1,8,5.12419677553695,29.632223,8.58483123779297
10,1.45162546634674,forward spiral,0.751482340461947,23.5482331508233,False,0,1,8,5.12419677553695,29.632223,8.58483123779297
10,1.45162546634674,radial,0.290276681436954,8.04222977799366,False,0,1,8,5.12419677553695,29.632223,8.58483123779297
10,1.45162546634674,reverse spiral,15.5862802977711,23.5482331508233,False,0,1,8,5.12419677553695,29.632223,8.58483123779297
11,1.42925930023193,angular,0.659279678339967,14.1072312660863,False,0,1,8,5.32644674951846,36.53985,8.72045516967773
11,1.42925930023193,forward spiral,3.97669626894189,23.5482331508233,False,0,1,8,5.32644674951846,36.53985,8.72045516967773
